,acceptedName...1,id,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,family,scientificName,acceptedName...17,taxonID,scientif_1,genus,specificEp,taxonRank,infraspeci,identified,dateIdenti,identifica,identifi_1,taxonRemar,identifi_2,typeStatus,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparation,country,stateProvi,county,municipali,ISLAND,locality,ArcMap_IslandNames,locationRe,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references,order,acceptedFamily,acceptedGenus,acceptedName
11,Acrididae,1574890,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,5105d2d9-bbf4-4d83-a50b-fe096c06c47b,UCSB-IZC00031273,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,6/20/1979,1979,6,20,171,,20-Jun-79,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:95d1c5bc-b08c-477b-8fc8-b07441343540,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574890,Orthoptera,Acrididae,,
12,Acrididae,1574875,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,57b654e7-1e86-4105-9274-9beeadf04c43,UCSB-IZC00031197,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,5/25/1975,1975,5,25,145,,25-May-75,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:093a26c0-3693-41d4-98ca-1706a09fa985,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574875,Orthoptera,Acrididae,,
13,Acrididae,1574887,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,5a2cb200-4334-4f3f-98c0-59020fda9154,UCSB-IZC00031328,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,6/30/1982,1982,6,30,181,,30-Jun-82,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:15c34581-cece-44de-9401-398fb03b72b3,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574887,Orthoptera,Acrididae,,
14,Acrididae,1574891,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,674882d1-672e-4938-8c47-5732173ea0ae,UCSB-IZC00031356,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,9/18/1975,1975,9,18,261,,18 Sept. 1975,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:63fd43b8-6497-4708-9277-fbdead709370,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574891,Orthoptera,Acrididae,,
15,Acrididae,1574896,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,780d3ce4-b50f-4975-be11-3c2b4075a105,UCSB-IZC00031277,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,1976-03-00,1976,3,0,0,,Mar-76,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:151a1e84-ddf7-45f9-b26b-2580633ec169,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574896,Orthoptera,Acrididae,,
16,Acrididae,1574883,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,883253bb-8b6e-4f00-bc37-0b1270132812,UCSB-IZC00031368,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,9/18/1975,1975,9,18,261,,18 Sept. 1975,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:88483c39-cfee-4273-bbb0-fba22312fb5b,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574883,Orthoptera,Acrididae,,
17,Acrididae,1574873,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,8d67a860-a272-44b5-bcb4-cb7e03d04822,UCSB-IZC00031245,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,9/18/1975,1975,9,18,261,,18 Sept. 1975,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f6c792b3-a178-4649-b753-7c9deed5e90d,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574873,Orthoptera,Acrididae,,
18,Acrididae,1574894,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,90d73927-9bc8-48e1-853b-d64abfbd94a8,UCSB-IZC00031361,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,9/18/1975,1975,9,18,261,,18 Sept. 1975,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7f4ee77e-eff1-4cf2-90b5-bd0cfe1915ce,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574894,Orthoptera,Acrididae,,
19,Acrididae,1574881,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,ab4f036b-78bf-4d1d-9dd1-3e4af2316d50,UCSB-IZC00031323,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,7/1/1982,1982,7,1,182,,1-Jul-82,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:2f05d987-240d-4b5f-bf77-6d5a3659869a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574881,Orthoptera,Acrididae,,
20,Acrididae,1574889,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,b6a11429-6fe8-46bf-8c24-3bca07258e4d,UCSB-IZC00031145,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,PB,0,5/21/1973,1973,5,21,141,,5/21/1973,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1b4d3b2c-92c3-4a71-9e0d-d7796b458379,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574889,Orthoptera,Acrididae,,
21,Acrididae,1574879,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,b7d6b7ae-5fb2-45b9-a08c-a37636512e9b,UCSB-IZC00031342,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,9/18/1975,1975,9,18,261,,18 Sept. 1975,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f4e8aafa-fba1-4018-aad2-191d26456799,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574879,Orthoptera,Acrididae,,
22,Acrididae,1574895,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,c2049ebe-bdc0-4e0c-a012-e5a68ea471f6,UCSB-IZC00031134,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,7/8/1981,1981,7,8,189,,8-Jul-81,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5d0a3d35-6f1c-48b2-aac5-c67c8dff3269,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574895,Orthoptera,Acrididae,,
23,Acrididae,1574884,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,c329904f-416b-40a0-8645-d392f0c4fe05,UCSB-IZC00031208,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,7/1/1982,1982,7,1,182,,1-Jul-82,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:82b3fe8c-189d-4645-8ad0-f8821e618a60,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574884,Orthoptera,Acrididae,,
24,Acrididae,1574897,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,c8fad8a8-b662-4228-9a4b-0f953d36278a,UCSB-IZC00031371,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,5/23/1975,1975,5,23,143,,5/23/1975,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c0291d13-d000-4bbc-93ed-668e03d1f4e8,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574897,Orthoptera,Acrididae,,
25,Acrididae,1574876,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,ecdb335f-b93b-4146-95cf-e57a1bee7ec7,UCSB-IZC00031139,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,1976-06-00,1976,6,0,0,,Jun-76,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b0885a0a-eaff-46cd-a723-5e8055d0e8de,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574876,Orthoptera,Acrididae,,
26,Acrididae,1574874,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,f52db5ee-d307-4196-a6ad-1a0925e5a138,UCSB-IZC00031239,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,7/8/1981,1981,7,8,189,,8-Jul-81,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e268e245-716b-4ce9-9741-c553e22a40ad,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574874,Orthoptera,Acrididae,,
27,Acrididae,1574872,UCSB,IZC,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,fe7b6bed-0bc2-487e-9c54-1c7d6e7c4cd4,UCSB-IZC00031335,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Acrididae,Acrididae,45411,"MacLeay, 1819",,,,,,,,,,0,,,0,,,,0,0,,,,,0,,,,,,,,,1,,,pinned,United States,California,Santa Barbara,,Santa Cruz,Santa Cruz Island,Santa Cruz,,33.998239,-119.725508,WGS84,20600,,entan (2019-09-19 15:25:08),,georef batch tool 2019-09-19; GeoLocate,reviewed - high confidence,,0,0,,,,,,,SandyCui,2/7/2020 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f10d254a-97f5-4c10-b9fc-87c01896a49a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574872,Orthoptera,Acrididae,,
28,"Leprus intermedius Saussure, 1884",1558282,INHS,INSECT,,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,INHS-INSECT-457633,Insect Collection 53686,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Leprus intermedius,"Leprus intermedius Saussure, 1884",249582,"Saussure, 1884",Leprus,intermedius,,,M. Hebard,1931,,,,0,,,0,8/3/2007,2007,8,3,215,,8/3/2007,,,0,,,,,,,,1 male,1,,,Pin,United States,California,Los Angeles,,Santa Catalina,Santa Catalina Island,Santa Catalina,,33.38333,-118.41667,,10000,,,,,,,0,0,,,,,,,,1/22/2016 0:00,http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:dfba7c1e-7f3d-4e2c-8d80-60caa8ae51b2,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1558282,Orthoptera,Acrididae,Leprus,Leprus intermedius
