id,observed_on_string,source,year,month,,observed_on,time_observed_at,time_zone,user_id,observed_on_date,observed_on_time,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,island,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,acceptedName,common_name,iconic_taxon_name,taxon_id,taxon_order_name,acceptedOrder,taxon_family_name,acceptedFamily,taxon_genus_name,acceptedGenus,taxon_species_name,taxon_subspecies_name,taxon_variety_name
37571901,Mon Jan 13 2020 10:00:53 GMT-0800 (PST),iNaturalist,2020,1,,1/13/2020  12:00:00 AM,2020-01-13 18:00:53 UTC,Pacific Time (US & Canada),12809,1/13/20,12:00:00,cedric_lee,2020-01-14 00:27:22 UTC,2020-01-14 03:26:55 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/37571901,https://inaturalist-open-data.s3.amazonaws.com/photos/59594894/medium.jpg?1578972411,,,,0,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,32.96498498,-118.5395362,7,7,,,FALSE,,,,Himantariidae,,,Animalia,69828,Geophilomorpha,Geophilomorpha,Himantariidae,Himantariidae,,,,,
22966108,2019/04/06 5:35 PM PDT,iNaturalist,2019,4,,4/6/2019  12:00:00 AM,2019-04-07 00:35:00 UTC,Pacific Time (US & Canada),86100,4/6/19,12:00:00,naturenate,2019-04-23 22:12:21 UTC,2021-04-09 09:42:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22966108,https://static.inaturalist.org/photos/35598625/medium.jpeg?1556057167,,,,1,0,FALSE,,"Los Angeles, California, United States",Santa Catalina,33.36151833,-118.3573717,,,,,FALSE,,,Soil Centipedes,Himantariidae,,,Animalia,69828,Geophilomorpha,Geophilomorpha,Himantariidae,Himantariidae,,,,,
38194296,2020/01/24 8:02 PM PST,iNaturalist,2020,1,,1/24/2020  12:00:00 AM,2020-01-25 04:02:00 UTC,Pacific Time (US & Canada),12809,1/24/20,12:00:00,cedric_lee,2020-02-01 21:32:34 UTC,2020-02-01 21:32:34 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38194296,https://inaturalist-open-data.s3.amazonaws.com/photos/60660059/medium.jpeg?1580586749,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.99646,-118.5577083,,,,,FALSE,,,Nyctunguis,Nyctunguis,,,Animalia,252725,Geophilomorpha,Geophilomorpha,Schendylidae,Schendylidae,Nyctunguis,Nyctunguis,,,
38662628,2/13/20,iNaturalist,2020,2,,2/13/2020  12:00:00 AM,,Pacific Time (US & Canada),12809,2/13/20,12:00:00,cedric_lee,2020-02-15 08:15:09 UTC,2020-02-15 08:15:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38662628,https://inaturalist-open-data.s3.amazonaws.com/photos/61479928/medium.jpeg?1581753145,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.87548705,-118.4823154,129,129,,,FALSE,,,Nyctunguis,Nyctunguis,,,Animalia,252725,Geophilomorpha,Geophilomorpha,Schendylidae,Schendylidae,Nyctunguis,Nyctunguis,,,
39205006,Mon Feb 10 2020 13:29:45 GMT-0800 (PST),iNaturalist,2020,2,,2/10/2020  12:00:00 AM,2020-02-10 21:29:45 UTC,Pacific Time (US & Canada),12809,2/10/20,12:00:00,cedric_lee,2020-02-25 13:46:55 UTC,2020-02-25 13:47:36 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39205006,https://inaturalist-open-data.s3.amazonaws.com/photos/62167271/medium.jpg?1582638452,,,,0,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,32.89388632,-118.5242056,9,9,,,FALSE,,,,Nyctunguis,,,Animalia,252725,Geophilomorpha,Geophilomorpha,Schendylidae,Schendylidae,Nyctunguis,Nyctunguis,,,
38661386,2/5/20,iNaturalist,2020,2,,2/5/2020  12:00:00 AM,,Pacific Time (US & Canada),12809,2/5/20,12:00:00,cedric_lee,2020-02-15 06:53:55 UTC,2020-02-16 22:53:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38661386,https://inaturalist-open-data.s3.amazonaws.com/photos/61476647/medium.jpeg?1581746010,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,33.00254976,-118.555947,31,31,,,FALSE,,,Schendylidae,Schendylidae,,,Animalia,171453,Geophilomorpha,Geophilomorpha,Schendylidae,Schendylidae,,,,,
19738184,2019/01/19 12:33 PM PST,iNaturalist,2019,1,,1/19/2019  12:00:00 AM,2019-01-19 20:33:00 UTC,Pacific Time (US & Canada),23091,1/19/19,12:00:00,sue_meiman,2019-01-19 21:46:57 UTC,2019-04-24 16:44:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/19738184,https://inaturalist-open-data.s3.amazonaws.com/photos/30411451/medium.jpg?1547933744,,,,2,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.88586678,-118.4620547,265,265,,,FALSE,,,Soil Centipedes,Geophilomorpha,,Soil Centipedes,Animalia,67662,Geophilomorpha,Geophilomorpha,,,,,,,
21802912,2019/03/24 9:03 AM PDT,iNaturalist,2019,3,,3/24/2019  12:00:00 AM,2019-03-24 16:03:00 UTC,Pacific Time (US & Canada),12809,3/24/19,12:00:00,cedric_lee,2019-03-30 23:10:40 UTC,2021-01-18 20:49:51 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21802912,https://inaturalist-open-data.s3.amazonaws.com/photos/33762017/medium.jpeg?1553978902,,,,1,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.98485206,-118.5770834,15,15,,,FALSE,,,Soil Centipedes,Geophilomorpha,,Soil Centipedes,Animalia,67662,Geophilomorpha,Geophilomorpha,,,,,,,
21810258,2019/03/25 12:00 PM PDT,iNaturalist,2019,3,,3/25/2019  12:00:00 AM,2019-03-25 19:00:00 UTC,Pacific Time (US & Canada),12809,3/25/19,12:00:00,cedric_lee,2019-03-31 02:10:54 UTC,2021-01-18 20:50:24 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21810258,https://inaturalist-open-data.s3.amazonaws.com/photos/33777073/medium.jpeg?1553991398,,,,1,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.97222222,-118.5455556,,,,,FALSE,,,Soil Centipedes,Geophilomorpha,,Soil Centipedes,Animalia,67662,Geophilomorpha,Geophilomorpha,,,,,,,
21822894,2019/03/26 4:17 PM PDT,iNaturalist,2019,3,,3/26/2019  12:00:00 AM,2019-03-26 23:17:00 UTC,Pacific Time (US & Canada),12809,3/26/19,12:00:00,cedric_lee,2019-03-31 12:33:42 UTC,2021-01-18 20:48:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21822894,https://inaturalist-open-data.s3.amazonaws.com/photos/33806197/medium.jpeg?1554032988,,,,1,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.98204667,-118.5699767,,,,,FALSE,,,Soil Centipedes,Geophilomorpha,,Soil Centipedes,Animalia,67662,Geophilomorpha,Geophilomorpha,,,,,,,
21817610,2019/03/26 11:30 AM PDT,iNaturalist,2019,3,,3/26/2019  12:00:00 AM,2019-03-26 18:30:00 UTC,Pacific Time (US & Canada),12809,3/26/19,12:00:00,cedric_lee,2019-03-31 06:24:14 UTC,2021-01-18 20:48:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21817610,https://inaturalist-open-data.s3.amazonaws.com/photos/33797742/medium.jpeg?1554012427,,,,1,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.856565,-118.41462,,,,,FALSE,,,Soil Centipedes,Geophilomorpha,,Soil Centipedes,Animalia,67662,Geophilomorpha,Geophilomorpha,,,,,,,
21823953,2019/03/27 7:54 AM PDT,iNaturalist,2019,3,,3/27/2019  12:00:00 AM,2019-03-27 14:54:00 UTC,Pacific Time (US & Canada),12809,3/27/19,12:00:00,cedric_lee,2019-03-31 13:19:45 UTC,2020-04-23 22:29:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21823953,https://inaturalist-open-data.s3.amazonaws.com/photos/33807923/medium.jpeg?1554036049,,,,1,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.88760667,-118.4852367,,,,,FALSE,,,Soil Centipedes,Geophilomorpha,,Soil Centipedes,Animalia,67662,Geophilomorpha,Geophilomorpha,,,,,,,
38661404,2020/02/09 7:25 PM PST,iNaturalist,2020,2,,2/9/2020  12:00:00 AM,2020-02-10 03:25:00 UTC,Pacific Time (US & Canada),12809,2/9/20,12:00:00,cedric_lee,2020-02-15 06:54:13 UTC,2020-02-15 06:54:13 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38661404,https://inaturalist-open-data.s3.amazonaws.com/photos/61477357/medium.jpeg?1581747131,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.99756667,-118.552705,,,,,FALSE,,,Lamyctes,Lamyctes,,,Animalia,171518,Lithobiomorpha,Lithobiomorpha,Henicopidae,Henicopidae,Lamyctes,Lamyctes,,,
69413888,2021-02-10 1:58:39 PM PST,iNaturalist,2021,2,,2/10/2021  12:00:00 AM,2021-02-10 21:58:39 UTC,Pacific Time (US & Canada),2177281,2/10/21,12:00:00,gheaton,2021-02-11 15:42:49 UTC,2021-02-12 14:17:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69413888,https://inaturalist-open-data.s3.amazonaws.com/photos/112617784/medium.jpeg?1613058173,,,,2,0,FALSE,2,"Santa Cruz Island, California 93001, USA",Santa Cruz,34.0192971,-119.6833195,4,4,,,FALSE,gps,gps,Bothropolys xanti,Bothropolys xanti,Bothropolys xanti,,Animalia,564522,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,Bothropolys,Bothropolys,Bothropolys xanti,,
21817608,2019/03/26 10:59 AM PDT,iNaturalist,2019,3,,3/26/2019  12:00:00 AM,2019-03-26 17:59:00 UTC,Pacific Time (US & Canada),12809,3/26/19,12:00:00,cedric_lee,2019-03-31 06:24:12 UTC,2020-04-23 22:34:02 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21817608,https://inaturalist-open-data.s3.amazonaws.com/photos/33797676/medium.jpeg?1554012340,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.85755167,-118.41114,,,,,FALSE,,,Gosibius monicus,Gosibius monicus,Gosibius monicus,,Animalia,568184,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,Gosibius,Gosibius,Gosibius monicus,,
37031878,2019/12/04 1:21 PM PST,iNaturalist,2019,12,,12/4/2019  12:00:00 AM,2019-12-04 21:21:00 UTC,Pacific Time (US & Canada),266196,12/4/19,12:00:00,shrike2,2019-12-28 16:03:31 UTC,2020-03-28 16:22:27 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/37031878,https://static.inaturalist.org/photos/58638179/medium.jpg?1577548296,,,,1,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.9955442,-118.5508795,31,31,,,FALSE,,,Gosibius,Gosibius monicus,Gosibius monicus,,Animalia,568184,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,Gosibius,Gosibius,Gosibius monicus,,
39231807,Mon Feb 10 2020 10:51:07 GMT-0800 (PST),iNaturalist,2020,2,,2/10/2020  12:00:00 AM,2020-02-10 18:51:07 UTC,Pacific Time (US & Canada),12809,2/10/20,12:00:00,cedric_lee,2020-02-26 03:59:21 UTC,2020-02-26 03:59:51 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39231807,https://inaturalist-open-data.s3.amazonaws.com/photos/62215743/medium.jpg?1582689588,,,,0,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,32.89619258,-118.5240807,7,7,,,FALSE,,,,Gosibius monicus,Gosibius monicus,,Animalia,568184,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,Gosibius,Gosibius,Gosibius monicus,,
21769776,3/22/19,iNaturalist,2019,3,,3/22/2019  12:00:00 AM,,Pacific Time (US & Canada),12809,3/22/19,12:00:00,cedric_lee,2019-03-30 07:37:44 UTC,2021-05-05 22:31:08 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21769776,https://inaturalist-open-data.s3.amazonaws.com/photos/33714325/medium.jpeg?1553922025,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.91721167,-118.4868583,,,,,FALSE,,,Gosibius monicus,Gosibius monicus,Gosibius monicus,,Animalia,568184,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,Gosibius,Gosibius,Gosibius monicus,,
21786481,2019/03/22 3:55 PM PDT,iNaturalist,2019,3,,3/22/2019  12:00:00 AM,2019-03-22 22:55:00 UTC,Pacific Time (US & Canada),12809,3/22/19,12:00:00,cedric_lee,2019-03-30 17:42:24 UTC,2021-05-05 22:31:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21786481,https://inaturalist-open-data.s3.amazonaws.com/photos/33741887/medium.jpeg?1553964836,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.917605,-118.4873067,,,,,FALSE,,,Gosibius monicus,Gosibius monicus,Gosibius monicus,,Animalia,568184,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,Gosibius,Gosibius,Gosibius monicus,,
38661399,2/6/20,iNaturalist,2020,2,,2/6/2020  12:00:00 AM,,Pacific Time (US & Canada),12809,2/6/20,12:00:00,cedric_lee,2020-02-15 06:54:08 UTC,2020-02-16 23:12:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/38661399,https://inaturalist-open-data.s3.amazonaws.com/photos/61477278/medium.jpeg?1581747024,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.99791167,-118.5590983,,,,,FALSE,,,Gosibius monicus,Gosibius monicus,Gosibius monicus,,Animalia,568184,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,Gosibius,Gosibius,Gosibius monicus,,
21825535,2019/03/27 11:39 AM PDT,iNaturalist,2019,3,,3/27/2019  12:00:00 AM,2019-03-27 18:39:00 UTC,Pacific Time (US & Canada),12809,3/27/19,12:00:00,cedric_lee,2019-03-31 14:17:06 UTC,2019-03-31 14:17:06 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21825535,https://inaturalist-open-data.s3.amazonaws.com/photos/33811048/medium.jpeg?1554040262,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.86949,-118.49517,,,,,FALSE,,,Gosibius,Gosibius,,,Animalia,566167,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,Gosibius,Gosibius,,,
21825565,2019/03/27 1:45 PM PDT,iNaturalist,2019,3,,3/27/2019  12:00:00 AM,2019-03-27 20:45:00 UTC,Pacific Time (US & Canada),12809,3/27/19,12:00:00,cedric_lee,2019-03-31 14:17:31 UTC,2020-04-23 22:19:23 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21825565,https://inaturalist-open-data.s3.amazonaws.com/photos/33811485/medium.jpeg?1554040825,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.868455,-118.4968367,,,,,FALSE,,,Gosibius,Gosibius,,,Animalia,566167,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,Gosibius,Gosibius,,,
38661405,2020/02/09 7:31 PM PST,iNaturalist,2020,2,,2/9/2020  12:00:00 AM,2020-02-10 03:31:00 UTC,Pacific Time (US & Canada),12809,2/9/20,12:00:00,cedric_lee,2020-02-15 06:54:13 UTC,2020-02-16 23:12:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/38661405,https://inaturalist-open-data.s3.amazonaws.com/photos/61477358/medium.jpeg?1581747133,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.99870167,-118.553155,,,,,FALSE,,,Lithobius obscurus,Lithobius obscurus,Lithobius obscurus,Purple Stone Centipede,Animalia,346009,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,Lithobius,Lithobius,Lithobius obscurus,,
69623666,Sun Feb 14 2021 11:15:35 GMT-0800 (PST),iNaturalist,2021,2,,2/14/2021  12:00:00 AM,2021-02-14 19:15:35 UTC,Pacific Time (US & Canada),173183,2/14/21,12:00:00,serpophaga,2021-02-15 16:44:03 UTC,2021-02-15 20:52:12 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/69623666,https://inaturalist-open-data.s3.amazonaws.com/photos/113010326/medium.jpg?1613407483,,,,1,0,FALSE,3,"Channel Islands National Park, CA, US",Santa Barbara,33.47596333,-119.0389167,5,5,,,FALSE,,,Lithobiidae,Lithobiidae,,,Animalia,122236,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,,,,,
71933108,2021/03/21 2:38 PM PDT,iNaturalist,2021,3,,3/21/2021  12:00:00 AM,2021-03-21 21:38:00 UTC,Pacific Time (US & Canada),3494,3/21/21,12:00:00,damontighe,2021-03-24 07:55:45 UTC,2021-03-25 01:23:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/71933108,https://inaturalist-open-data.s3.amazonaws.com/photos/117191154/medium.jpeg?1616566386,,,,2,0,FALSE,,"Channel Islands National Park, Channel Islands, Santa Barbara, California, United States",Santa Cruz,34.03894722,-119.5969778,4,4,,,FALSE,,,Lithobiidae,Lithobiidae,,,Animalia,122236,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,,,,,
19408106,Thu Jan 03 2019 11:15:04 GMT-0800 (PST),iNaturalist,2019,1,,1/3/2019  12:00:00 AM,2019-01-03 19:15:04 UTC,Pacific Time (US & Canada),266196,1/3/19,12:00:00,shrike2,2019-01-04 00:21:56 UTC,2020-04-20 09:22:50 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/19408106,https://inaturalist-open-data.s3.amazonaws.com/photos/29851560/medium.jpg?1546561392,,,,2,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,32.91301291,-118.4805686,5,5,,,FALSE,,,Lithobiidae,Lithobiidae,,,Animalia,122236,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,,,,,
21796021,2019/03/23 3:25 PM PDT,iNaturalist,2019,3,,3/23/2019  12:00:00 AM,2019-03-23 22:25:00 UTC,Pacific Time (US & Canada),12809,3/23/19,12:00:00,cedric_lee,2019-03-30 20:39:54 UTC,2020-04-23 22:57:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21796021,https://inaturalist-open-data.s3.amazonaws.com/photos/33757847/medium.jpeg?1553975874,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.825,-118.3647222,,,,,FALSE,,,Lithobiidae,Lithobiidae,,,Animalia,122236,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,,,,,
21810256,2019/03/25 11:56 AM PDT,iNaturalist,2019,3,,3/25/2019  12:00:00 AM,2019-03-25 18:56:00 UTC,Pacific Time (US & Canada),12809,3/25/19,12:00:00,cedric_lee,2019-03-31 02:10:52 UTC,2020-04-23 22:44:12 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21810256,https://inaturalist-open-data.s3.amazonaws.com/photos/33777061/medium.jpeg?1553991391,,,,0,0,FALSE,,"Los Angeles, California, United States",San Clemente,32.97222222,-118.5455556,,,,,FALSE,,,Lithobiidae,Lithobiidae,,,Animalia,122236,Lithobiomorpha,Lithobiomorpha,Lithobiidae,Lithobiidae,,,,,
