record,source,Institution Accession Number ,Country,State,County,island,Locality Detail,Collector(s),order,family,acceptedFamily,Subfamily,Genus,acceptedGenus,Subgenus,acceptedEpithet,Subspecies,acceptedName,original_date,month,day_arabic,year,TO Date Collected,day_messy,month_messy,Drawer,Survey,Sex,Collecting Remarks,Type,Curation Remarks,Stage,Elevation
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Nr water tank on Jackson Hwy, 1500 ft NNW bldg","SE Miller, CD Nagano",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,UV light,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Nr water tank on Jackson Hwy, 1500 ft NNW bldg","SE Miller, CD Nagano",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,UV light,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Nr water tank on Jackson Hwy, 1500 ft NNW bldg","SE Miller, CD Nagano",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,UV light,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Nr water tank on Jackson Hwy, 1500 ft NNW bldg","SE Miller, CD Nagano",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,UV light,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Jackson Hwy, near water tank",,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,UV light,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Jackson Hwy, near water tank",,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,UV light,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Nr water tank on Jackson Hwy, 1500 ft NNW bldg","SE Miller, CD Nagano",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,UV light,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Hill above Toyon Bay,"Miller, Nagano, Mercer, et al",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,30.v.1981,5,5,1981,31.v.1981,30,v,26R-04658,Channel Islands Survey,,UV trap,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Hill above Toyon Bay,"Miller, Nagano, Mercer, et al",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,30.v.1981,5,5,1981,31.v.1981,30,v,26R-04658,Channel Islands Survey,,UV trap,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Hill above Toyon Bay,"Miller, Nagano, Mercer, et al",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,30.v.1981,5,5,1981,31.v.1981,30,v,26R-04658,Channel Islands Survey,,UV trap,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,"UC Research Station, Central Valley",C.D. Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,22.vi.1979,6,6,1979,29.vi.1979,22,vi,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,"UC Research Station, Central Valley",C.D. Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,22.vi.1979,6,6,1979,29.vi.1979,22,vi,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,"UC Research Station, Central Valley",C.D. Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,22.vi.1979,6,6,1979,29.vi.1979,22,vi,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,"UC Research Station, Central Valley",C.D. Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,22.vi.1979,6,6,1979,29.vi.1979,22,vi,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,"UC Research Station, Central Valley",C.D. Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,22.vi.1979,6,6,1979,29.vi.1979,22,vi,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,"UC Research Station, Central Valley",C.D. Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,22.vi.1979,6,6,1979,29.vi.1979,22,vi,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,"UC Research Station, Central Valley",C.D. Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,22.vi.1979,6,6,1979,29.vi.1979,22,vi,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,"UC Research Station, Central Valley",C.D. Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,22.vi.1979,6,6,1979,29.vi.1979,22,vi,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,"UC Research Station, Central Valley",C.D. Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,22.vi.1979,6,6,1979,29.vi.1979,22,vi,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,"UC Research Station, Central Valley",C.D. Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,22.vi.1979,6,6,1979,29.vi.1979,22,vi,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,"UC Research Station, Central Valley",C.D. Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,22.vi.1979,6,6,1979,29.vi.1979,22,vi,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,"UC Research Station, Central Valley",C.D. Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,22.vi.1979,6,6,1979,29.vi.1979,22,vi,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Toyon Bay,"Miller, Nagano, Mercer, et al",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,29.v.1981,5,5,1981,31.v.1981,29,v,26R-04658,Channel Islands Survey,,UV light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Toyon Canyon,S. Bennett,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,7.x.1981,10,10,1981,,7,x,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Nr water tank on Jackson Hwy, 1500 ft NNW bldg","SE Miller, CD Nagano",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,UV light,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Nr water tank on Jackson Hwy, 1500 ft NNW bldg","SE Miller, CD Nagano",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,UV light,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Nr water tank on Jackson Hwy, 1500 ft NNW bldg","SE Miller, CD Nagano",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,UV light,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Toyon Bay,"S Miller, C Nagano, P Mercer",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,29.v.1981,5,5,1981,30.v.1981,29,v,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Toyon Bay,"S Miller, C Nagano, P Mercer",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,29.v.1981,5,5,1981,30.v.1981,29,v,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Jackson Hwy, near water tank","CD Nagano, SE Miller",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Jackson Hwy, near water tank","CD Nagano, SE Miller",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Jackson Hwy, near water tank",C Nagano,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Jackson Hwy, near water tank",,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Jackson Hwy, near water tank",,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Jackson Hwy, near water tank",,Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Jackson Hwy, near water tank","CD Nagano, SE Miller",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Jackson Hwy, near water tank","CD Nagano, SE Miller",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Jackson Hwy, near water tank","CD Nagano, SE Miller",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Ventura,San Nicolas,"Jackson Hwy, near water tank","CD Nagano, SE Miller",Lepidoptera,Crambidae,Crambidae,,Dicymolomia,Dicymolomia,,metalliferalis,,Dicymolomia metalliferalis,17.x.1980,10,10,1980,19.x.1980,17,x,26R-04658,Channel Islands Survey,,,,,,500 ft
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Avalon,D. Meadows,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,22.ix.1931,9,9,1931,,22,ix,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,3.ix.1931,9,9,1931,,3,ix,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Avalon,D. Meadows,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,19.ix.1931,9,9,1931,,19,ix,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Avalon,D. Meadows,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,22.ix.1931,9,9,1931,,22,ix,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Avalon,D. Meadows,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,1.x.1931,10,10,1931,,1,x,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,"Catalina Island Marine Institute, Toyon Bay",S. Bennett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,30.xi.1981,11,11,1981,,30,xi,26R-04658,Channel Islands Survey,,Porch light,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Avalon,D. Meadows,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,1.x.1931,10,10,1931,,1,x,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Avalon,D. Meadows,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,10.x.1931,10,10,1931,,10,x,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Avalon,D. Meadows,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,1.x.1931,10,10,1931,,1,x,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Avalon,D. Meadows,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,1.x.1931,10,10,1931,,1,x,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,Santa Catalina,Avalon,D. Meadows,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,30.x.193?,10,10,,,30,x,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,2.xii.1939,12,12,1939,,2,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,2.xii.1939,12,12,1939,,2,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,2.xii.1939,12,12,1939,,2,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,J.C. Vonbloeker,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,7.xii.1939,12,12,1939,,7,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,J.C. Vonbloeker,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,7.xii.1939,12,12,1939,,7,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,2.xii.1939,12,12,1939,,2,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,2.xii.1939,12,12,1939,,2,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,29.xi.1939,11,11,1939,,29,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,1.xii.1939,12,12,1939,,1,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,1.xii.1939,12,12,1939,,1,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,1.xii.1939,12,12,1939,,1,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,1.xii.1939,12,12,1939,,1,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,22.xi.1939,11,11,1939,,22,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,G. Willett,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,20.xi.1939,11,11,1939,,20,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,10.xi.1939,11,11,1939,,10,xi,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,4.xii.1939,12,12,1939,,4,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,4.xii.1939,12,12,1939,,4,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,4.xii.1939,12,12,1939,,4,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,4.xii.1939,12,12,1939,,4,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,4.xii.1939,12,12,1939,,4,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,4.xii.1939,12,12,1939,,4,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,4.xii.1939,12,12,1939,,4,xii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Santa Barbara,Santa Cruz,,L.M. Martin,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,14.viii.1939,8,8,1939,,14,viii,26R-04658,Channel Islands Survey,,,,,,
occurrence,LACM,LACM ENT 380015,USA,CA,Los Angeles,San Clemente,,,Lepidoptera,Crambidae,Crambidae,,Hellula,Hellula,,rogatalis,,Hellula rogatalis,4.xii.1939,12,12,1939,,4,xii,26R-04658,Channel Islands Survey,,,,,,
