locality_latlong,Freq,id,island,latitude,longitude,locality,year,taxa
32.9246-118.5291,1,2381405293,San Clemente,32.9246,-118.5291,"San Clemente I., 0.6 mi. E, 1.6 N Eel Pt",1964,mammal
32.9265-118.5313,1,2381404453,San Clemente,32.9265,-118.5313,"San Clemente I., 0.4 mi. E, 1.6 N Eel Pt",1964,mammal
32.929722-118.506667,1,735683436,San Clemente,32.929722,-118.506667,San Clemente Island; Lemon Tank,1981,mammal
32.963739-118.562753,4,2804172303,San Clemente,32.963739,-118.562753,"West Shore Road, San Clemente Island",2019,mammal
33.003056-118.556111,1,735682650,San Clemente,33.003056,-118.556111,San Clemente Island; USMC Mess Hall near Wilson Cove,1943,mammal
33.00305773-118.560184,1,1065369636,San Clemente,33.00305773,-118.560184,San Clemente Id; E of main N-S road; S of Wilson Cave,1978,mammal
33.004722-118.556111,1,735683716,San Clemente,33.004722,-118.556111,San Clemente Island; Wilson Cove,1943,mammal
33.005-118.558,2,2381390804,San Clemente,33.005,-118.558,"San Clemente I., Wilson Cove",1925,mammal
33.00599565-118.559192,2,1065383435,San Clemente,33.00599565,-118.559192,San Clemente Id; Wilson Harbor,1950,mammal
33.00599565-118.559192,2,1065414417,San Clemente,33.00599565,-118.559192,San Clemente Id; Wilson's Cove,1939,mammal
33.006111-118.559444,1,735683422,San Clemente,33.006111,-118.559444,"San Clemente Island; Wilson's Harbor, Old Sea Cave",1943,mammal
33.00845059-118.5571989,16,1145820979,San Clemente,33.00845059,-118.5571989,"Wilson Cove, San Clemente Island",1920,mammal
33.021944-118.592222,1,735683296,San Clemente,33.021944,-118.592222,San Clemente Island; N side of Airstrip off the Perimeter Road,1995,mammal
33.21644312-119.4579333,1,1065425084,San Nicolas,33.21644312,-119.4579333,San Nicolas Id; Beach on SE Side,1972,mammal
33.217778-119.495833,5,735679360,San Nicolas,33.217778,-119.495833,San Nicolas Island; Dutch Harbor,1999,mammal
33.21905684-119.4871759,1,1065403114,San Nicolas,33.21905684,-119.4871759,San Nicolas Id; Dutch Harbor,1940,mammal
33.21936883-119.4862479,33,1065413462,San Nicolas,33.21936883,-119.4862479,San Nicolas Id; Dutch Harbor,1940,mammal
33.227778-119.436111,1,735678152,San Nicolas,33.227778,-119.436111,San Nicolas Island; E End,1982,mammal
33.229722-119.491667,1,735676969,San Nicolas,33.229722,-119.491667,San Nicolas Island; Steep Canyon; between Dutch Harbor and Telemetry Building 182,1980,mammal
33.235278-119.475278,1,735677159,San Nicolas,33.235278,-119.475278,San Nicolas Island; S end,1984,mammal
33.240833-119.554722,1,735677106,San Nicolas,33.240833,-119.554722,San Nicolas Island; SW side,1980,mammal
33.241389-119.465556,26,735678902,San Nicolas,33.241389,-119.465556,San Nicolas Island; Barracks,1974,mammal
33.241389-119.465556,26,735678326,San Nicolas,33.241389,-119.465556,"San Nicolas Island; Barracks, Navy Base",1976,mammal
33.243056-119.476944,1,735678688,San Nicolas,33.243056,-119.476944,San Nicolas Island; 0.1 mi E of Junction of Monroe Drive and Beach Rd.,1985,mammal
33.243333-119.508056,1,735676064,San Nicolas,33.243333,-119.508056,San Nicolas Island; Jackson Hwy,1986,mammal
33.24583693-119.5027676,122,1065421629,San Nicolas,33.24583693,-119.5027676,San Nicolas Id,1926,mammal
33.24583693-119.5027676,122,686345601,San Nicolas,33.24583693,-119.5027676,SAN NICOLAS ISLAND,1945,mammal
33.245856-119.502107,1,1065417245,San Nicolas,33.245856,-119.502107,San Nicolas Island,1897,mammal
33.248056-119.487778,5,735678962,San Nicolas,33.248056,-119.487778,San Nicolas Island; Owens Rd.; At Fire Station,1988,mammal
33.248056-119.487778,5,735678728,San Nicolas,33.248056,-119.487778,San Nicolas Island; Monroe Drive.; Fire Station,1980,mammal
33.248056-119.487778,5,735677964,San Nicolas,33.248056,-119.487778,San Nicolas Island; Owens Rd.; Near Fire Station,1985,mammal
33.248056-119.487778,5,735677024,San Nicolas,33.248056,-119.487778,San Nicolas Island; Fire Station #4,1985,mammal
33.248333-119.470556,1,735677692,San Nicolas,33.248333,-119.470556,San Nicolas Island; W end runway,1984,mammal
33.248805-119.508849,3,1145139732,San Nicolas,33.248805,-119.508849,San Nicolas Island,1987,mammal
33.24909082-119.5038966,5,1145847392,San Nicolas,33.24909082,-119.5038966,"San Nicolas Island, Channel Islands",1931,mammal
33.24909082-119.5038966,5,1145844223,San Nicolas,33.24909082,-119.5038966,"1.5 mi N Ranch, San Nicolas Island",1929,mammal
33.249444-119.498889,18,735679014,San Nicolas,33.249444,-119.498889,San Nicolas Island; Site 7,1945,mammal
33.249444-119.498889,18,735678468,San Nicolas,33.249444,-119.498889,San Nicolas Island; 40 mi E of Building 113,1980,mammal
33.249444-119.498889,18,735677769,San Nicolas,33.249444,-119.498889,San Nicolas Island; Ecology Lab,1982,mammal
33.249444-119.499444,44,735679041,San Nicolas,33.249444,-119.499444,San Nicolas Island,1986,mammal
33.25-119.5,64,177116843,San Nicolas,33.25,-119.5,SAN NICOLAS IS; CORRAL HARBOR,1929,mammal
33.25-119.5,64,2381400374,San Nicolas,33.25,-119.5,San Nicolas I.,1938,mammal
33.25-119.5,64,177171093,San Nicolas,33.25,-119.5,SAN NICOLAS IS,NA,mammal
33.25-119.5,64,177150644,San Nicolas,33.25,-119.5,SAN NICOLAS IS; FAR WEST END,1929,mammal
33.250833-119.486667,1,735677476,San Nicolas,33.250833,-119.486667,San Nicolas Island; Between Fire Station and Compound,1985,mammal
33.256667-119.485,1,735672574,San Nicolas,33.256667,-119.485,San Nicolas Island; Compound in front of Liberty Room/Store,2008,mammal
33.258056-119.495833,1,735676756,San Nicolas,33.258056,-119.495833,San Nicolas Island; Mineral Creek,1940,mammal
33.2588658-119.4654538,2,1065368506,San Nicolas,33.2588658,-119.4654538,San Nicolas Id; North Point Light,1940,mammal
33.26-119.506389,1,735677553,San Nicolas,33.26,-119.506389,San Nicolas Island; 1/2 mi E junction of Shannon Rd. and Tufts Rd.,1987,mammal
33.260556-119.556111,1,735676968,San Nicolas,33.260556,-119.556111,San Nicolas Island; Road near W End,1986,mammal
33.263611-119.494722,1,735679327,San Nicolas,33.263611,-119.494722,San Nicolas Island; E NAVFAC Rd.,1997,mammal
33.263611-119.571667,1,735676914,San Nicolas,33.263611,-119.571667,San Nicolas Island; West end,1985,mammal
33.26419423-119.5240702,1,1065367149,San Nicolas,33.26419423,-119.5240702,San Nicolas Id; NW end of Id,1976,mammal
33.26419438-119.5027677,3,1065393323,San Nicolas,33.26419438,-119.5027677,San Nicolas Island,1940,mammal
33.26525746-119.4878514,2,1145838807,San Nicolas,33.26525746,-119.4878514,N side of San Nicolas Island,1931,mammal
33.26525746-119.4878514,2,1145838782,San Nicolas,33.26525746,-119.4878514,"1 mi E of Ranch, N side of San Nicolas Island",1931,mammal
33.283611-119.530278,3,735677602,San Nicolas,33.283611,-119.530278,San Nicolas Island; Thousand Springs,1977,mammal
33.3244256-118.3513984,2,1065360241,Santa Catalina,33.3244256,-118.3513984,Santa Catalina Id; Avalon St,1953,mammal
33.32998658-118.3306349,1,1145674950,Santa Catalina,33.32998658,-118.3306349,Catalina Island,1910,mammal
33.333073-118.334595,1,1135520264,Santa Catalina,33.333073,-118.334595,Avalon Canyon / Santa Catalina,2011,mammal
33.333333-118.333889,2,735682723,Santa Catalina,33.333333,-118.333889,Santa Catalina Island; Avalon Canyon,1983,mammal
33.334722-118.333056,1,735683535,Santa Catalina,33.334722,-118.333056,"Santa Catalina Island; Avalon, Bird Park",1935,mammal
33.33541341-118.3322,4,1065398188,Santa Catalina,33.33541341,-118.3322,Santa Catalina Id; Avalon Canyon,1942,mammal
33.335426-118.331566,1,1897614593,Santa Catalina,33.335426,-118.331566,Santa Catalina Id; Avalon Canyon,1941,mammal
33.337222-118.414722,6,735684221,Santa Catalina,33.337222,-118.414722,Santa Catalina Island; Bulrush Canyon,1985,mammal
33.337778-118.415,1,735682562,Santa Catalina,33.337778,-118.415,Santa Catalina Island; Lower Bulrush Canyon,1985,mammal
33.3379-118.3312,1,2381399219,Santa Catalina,33.3379,-118.3312,"Santa Catalina I., 0.5 mi. SW Avalon",1938,mammal
33.342-118.327,2,2381387765,Santa Catalina,33.342,-118.327,"Santa Catalina Island, Avalon",1893,mammal
33.34206225-118.327554,1,1145756175,Santa Catalina,33.34206225,-118.327554,"Avalon, Santa Catalina Island",1920,mammal
33.34226925-118.327349,36,1145865158,Santa Catalina,33.34226925,-118.327349,"Avalon, Santa Catalina Island",1904,mammal
33.342778-118.326944,1,735684217,Santa Catalina,33.342778,-118.326944,Santa Catalina Island; Avalon,1935,mammal
33.342806-118.327851,2,476861140,Santa Catalina,33.342806,-118.327851,Avalon,1904,mammal
33.3433-118.326,3,2381399897,Santa Catalina,33.3433,-118.326,"Santa Catalina I., Avalon",1938,mammal
33.3435562-118.328345,1,583453850,Santa Catalina,33.3435562,-118.328345,Avalon,1910,mammal
33.3435642-118.328351,20,1065411455,Santa Catalina,33.3435642,-118.328351,Santa Catalina Id; Avalon,1918,mammal
33.344167-118.441667,6,735683467,Santa Catalina,33.344167,-118.441667,Santa Catalina Island; Upper Bulrush Canyon,1985,mammal
33.3456-118.3247,25,2381399284,Santa Catalina,33.3456,-118.32470000000001,"Santa Catalina I., Catalina Harbor",1938,mammal
33.35-118.365,2,2381398411,Santa Catalina,33.35,-118.365,"Santa Catalina I., 2 mi. W Avalon",1938,mammal
33.351667-118.360556,4,735684391,Santa Catalina,33.351667,-118.360556,Santa Catalina Island; Haypress Reservoir,1979,mammal
33.353056-118.360556,1,735682719,Santa Catalina,33.353056,-118.360556,Santa Catalina Island; Haypress Reservoir Rd.,1979,mammal
33.353333-118.395556,22,735682469,Santa Catalina,33.353333,-118.395556,Santa Catalina Island; Middle Canyon,1985,mammal
33.353333-118.395556,22,735683349,Santa Catalina,33.353333,-118.395556,Santa Catalina Island; Middle Ranch Canyon,1988,mammal
33.35392813-118.4397926,22,1065427165,Santa Catalina,33.35392813,-118.4397926,Santa Catalina Id; Middle Ranch,1986,mammal
33.357222-118.439722,3,735683037,Santa Catalina,33.357222,-118.439722,Santa Catalina Island; Middle Ranch,1941,mammal
33.361944-118.446944,1,735682410,Santa Catalina,33.361944,-118.446944,Santa Catalina Island; Eagles Nest,1985,mammal
33.361944-118.448333,1,735683476,Santa Catalina,33.361944,-118.448333,Santa Catalina Island; 0.1 km W of Eagles Nest,1985,mammal
33.361944-118.448889,1,735683306,Santa Catalina,33.361944,-118.448889,Santa Catalina Island; 0.1 mi W of Eagles Nest,1985,mammal
33.362222-118.382222,2,735682657,Santa Catalina,33.362222,-118.382222,Santa Catalina Island; Upper Middle Canyon,1985,mammal
33.367478-118.472942,3,1656638276,Santa Catalina,33.367478,-118.472942,"Santa Catalina Island, 1/2 mile east of Ben Weston Beach",1961,mammal
33.374266-118.423175,2,202061641,Santa Catalina,33.374266,-118.423175,Santa Catalina Island,NA,mammal
33.377222-118.470278,1,735682029,Santa Catalina,33.377222,-118.470278,Santa Catalina Island; Lower Cottonwood Canyon,1985,mammal
33.37986518-118.4666225,1,1065348284,Santa Catalina,33.37986518,-118.4666225,Santa Catalina Id; Cottonwood Canyon; 1 km E beach,1983,mammal
33.37988-118.46598,1,1897614541,Santa Catalina,33.37988,-118.46598,Santa Catalina Id; Cottonwood Canyon; 1 Km E Beach,1983,mammal
33.381944-118.434167,1,735682470,Santa Catalina,33.381944,-118.434167,Santa Catalina Island; Upper Fern Canyon,1985,mammal
33.3825-118.451111,5,735683622,Santa Catalina,33.3825,-118.451111,Santa Catalina Island; Cottonwood Canyon,1985,mammal
33.3825-118.451111,5,735683167,Santa Catalina,33.3825,-118.451111,Santa Catalina Island; Middle Cottonwood Canyon,1985,mammal
33.383056-118.440556,2,735682589,Santa Catalina,33.383056,-118.440556,Santa Catalina Island; Fern Canyon,1985,mammal
33.383333-118.416667,36,177116772,Santa Catalina,33.383333,-118.416667,SANTA CATALINA IS,NA,mammal
33.383333-118.416667,36,735683368,Santa Catalina,33.383333,-118.416667,Santa Catalina Island,1984,mammal
33.383333-118.416667,36,177170957,Santa Catalina,33.383333,-118.416667,SANTA CATALINA IS; WHITE'S LANDING,1920,mammal
33.383333-118.416667,36,177140767,Santa Catalina,33.383333,-118.416667,MIDDLE RANCH; SANTA CATALINA IS,1919,mammal
33.383333-118.416667,36,177150590,Santa Catalina,33.383333,-118.416667,SANTA CATALINA IS; EAGLE'S NEST,1927,mammal
33.383333-118.416667,36,177159373,Santa Catalina,33.383333,-118.416667,AVALON,1919,mammal
33.384167-118.473333,1,735682568,Santa Catalina,33.384167,-118.473333,Santa Catalina Island; Little Harbor Area,1984,mammal
33.38563443-118.4060922,3,1065419160,Santa Catalina,33.38563443,-118.4060922,Santa Catalina Id; Camp Cactus,1976,mammal
33.386-118.4065,2,2381398769,Santa Catalina,33.386,-118.4065,"Santa Catalina I., Blackjack Mt.",1938,mammal
33.386111-118.473333,2,735683935,Santa Catalina,33.386111,-118.473333,"Santa Catalina Island; mouth of Campo Blanco Cyn, Shark Harbor near marsh",2004,mammal
33.386112-118.473335,2,1897614542,Santa Catalina,33.386112,-118.473335,"Santa Catalina Island; Mouth Of Campo Blanco Cyn, Shark Harbor Near Marsh",2004,mammal
33.389607-118.435239,4,476852749,Santa Catalina,33.389607,-118.435239,Catalina Island,1910,mammal
33.39-118.369,2,2381399733,Santa Catalina,33.39,-118.369,"Santa Catalina I., White Cove",1940,mammal
33.39-118.37,24,1065415983,Santa Catalina,33.39,-118.37,Santa Catalina Id; White's Landing,1941,mammal
33.39-118.42,2,2381389913,Santa Catalina,33.39,-118.42,Santa Catalina I.,1886,mammal
33.39617281-118.4505753,8,1145852733,Santa Catalina,33.39617281,-118.4505753,"Santa Catalina Island, Channel Islands",1904,mammal
33.39735778-118.4508713,34,1065368922,Santa Catalina,33.39735778,-118.4508713,Santa Catalina Id,NA,mammal
33.3974-118.451141,18,665779839,Santa Catalina,33.3974,-118.451141,Santa Catalina Island,1903,mammal
33.404444-118.411389,2,735683385,Santa Catalina,33.404444,-118.411389,Santa Catalina Island; Airport Rd.,1987,mammal
33.40726642-118.4605746,2,1065396671,Santa Catalina,33.40726642,-118.4605746,Santa Catalina Id; 0.6 mi SW Little Harbor; bluff above Indian Head Point,1988,mammal
33.40726642-118.4605746,2,1065361751,Santa Catalina,33.40726642,-118.4605746,"Santa Catalina Id; Campo Blanco Canyon, below El Rancho Escondido",1988,mammal
33.408333-118.416667,1,735683074,Santa Catalina,33.408333,-118.416667,"Santa Catalina Island; Empire Rd., 1/2 mi from Airport",1988,mammal
33.440654-118.491677,1,1656637285,Santa Catalina,33.440654,-118.491677,"Santa Catalina, Isthmus Camp",1956,mammal
33.44166416-118.4971708,3,1065392753,Santa Catalina,33.44166416,-118.4971708,Santa Catalina Id; Isthmus,1933,mammal
33.44166416-118.4971708,3,1065368687,Santa Catalina,33.44166416,-118.4971708,Santa Catalina Id; Isthmus Cove,1936,mammal
33.44479515-118.4849806,1,1145714614,Santa Catalina,33.44479515,-118.4849806,"Big Fisherman's Cove, Santa Catalina Island",1972,mammal
33.450278-118.5025,2,735683477,Santa Catalina,33.450278,-118.5025,Santa Catalina Island; Cherry Valley,1979,mammal
33.45037685-118.5047111,1,1065388380,Santa Catalina,33.45037685,-118.5047111,"Santa Catalina Id, S side Cherry Cove, Camp Cherry Valley",1991,mammal
33.450394-118.504074,1,1897614589,Santa Catalina,33.450394,-118.504074,"Santa Catalina Id, S Side Cherry Cove, Camp Cherry Valley",1991,mammal
33.46-118.52,36,1065368366,Santa Catalina,33.46,-118.52,Santa Catalina Id; Johnson's Landing,1941,mammal
33.466111-119.034444,2,735669394,Santa Barbara,33.466111,-119.034444,Santa Barbara Island; Cat Canyon,1976,mammal
33.466667-119.033333,14,177150851,Santa Barbara,33.466667,-119.033333,SANTA BARBARA IS,1930,mammal
33.46827215-118.5307538,1,1145863549,Santa Catalina,33.46827215,-118.5307538,"Johnson Harbor, Santa Catalina Island",1903,mammal
33.468611-118.531111,4,735683459,Santa Catalina,33.468611,-118.531111,Santa Catalina Island; Johnson's Landing,1941,mammal
33.472222-119.041944,7,735673607,Santa Barbara,33.472222,-119.041944,Santa Barbara Island; W slope of Signal Peak,1978,mammal
33.473056-119.040556,1,735666617,Santa Barbara,33.473056,-119.040556,Santa Barbara Island; N slope of Signal Peak,1978,mammal
33.473056-119.040833,1,735671657,Santa Barbara,33.473056,-119.040833,Santa Barbara Island; NW slope of Signal Peak,1978,mammal
33.473333-119.041944,3,735672836,Santa Barbara,33.473333,-119.041944,Santa Barbara Island; W of Signal Peak,1978,mammal
33.473889-119.041667,1,735672531,Santa Barbara,33.473889,-119.041667,Santa Barbara Island; NW of Signal Peak,1978,mammal
33.474444-119.040833,2,735668573,Santa Barbara,33.474444,-119.040833,Santa Barbara Island; NW of Signal Peak,1978,mammal
33.475-119.04,132,2381406253,Santa Barbara,33.475,-119.04,Santa Barbara I.,1963,mammal
33.475555-119.035278,209,735675544,Santa Barbara,33.475555,-119.035278,Santa Barbara Island,1979,mammal
33.475556-119.035278,163,735670251,Santa Barbara,33.475556,-119.035278,Santa Barbara Island,1978,mammal
33.475822-119.035332,25,1039528029,Santa Barbara,33.475822,-119.035332,NA,1968,mammal
33.47594641-119.0358533,89,1065397039,Santa Barbara,33.47594641,-119.0358533,Santa Barbara Id,1939,mammal
33.47665139-119.0354043,3,1145880905,Santa Barbara,33.47665139,-119.0354043,"Santa Barbara Island, Channel Islands",1939,mammal
33.47668239-119.0346683,2,1145218438,Santa Barbara,33.47668239,-119.0346683,SANTA BARBARA ISLAND,1963,mammal
33.477233-119.035216,1,1805422956,Santa Barbara,33.477233,-119.035216,Santa Barbara Island,NA,mammal
33.4775-118.604444,1,735681818,Santa Catalina,33.4775,-118.604444,"Santa Catalina Island; West End, Bald Eagle Nest",2011,mammal
33.4775-119.029444,1,735673762,Santa Barbara,33.4775,-119.029444,Santa Barbara Island; Middle Canyon,1987,mammal
33.478611-119.026944,1,735662887,Santa Barbara,33.478611,-119.026944,Santa Barbara Island; Cave Canyon,1976,mammal
33.480556-119.039444,2,735670812,Santa Barbara,33.480556,-119.039444,Santa Barbara Island; 1000 yds W of Ranger Station,1978,mammal
33.48192216-119.0464456,5,1145887459,Santa Barbara,33.48192216,-119.0464456,E side of Santa Barbara Island,1940,mammal
33.481944-119.028611,1,735664728,Santa Barbara,33.481944,-119.028611,Santa Barbara Island; Landing Cove,1969,mammal
33.481944-119.037222,1,735672828,Santa Barbara,33.481944,-119.037222,Santa Barbara Island; North Point area,1978,mammal
33.482778-119.035833,1,735673919,Santa Barbara,33.482778,-119.035833,Santa Barbara Island; N slope of N peak,1978,mammal
33.488056-119.027778,1,735666561,Santa Barbara,33.488056,-119.027778,Santa Barbara Island; N Arch Point; Burrows,1978,mammal
33.903056-120.096667,1,735664450,Santa Rosa,33.903056,-120.096667,Santa Rosa Island; Johnson's Lee,1986,mammal
33.911111-120.073611,1,735665503,Santa Rosa,33.911111,-120.073611,Santa Rosa Island; Jolla Vieja Canyon,1975,mammal
33.91563446-120.0491276,2,1145687339,Santa Rosa,33.91563446,-120.0491276,"Ford Point, Santa Rosa Island",1954,mammal
33.918333-120.164722,1,735665608,Santa Rosa,33.918333,-120.164722,Santa Rosa Island; China Camp,1949,mammal
33.918889-120.154722,2,735670522,Santa Rosa,33.918889,-120.154722,Santa Rosa Island; Trancion Canyon,1976,mammal
33.919444-120.0975,1,735669315,Santa Rosa,33.919444,-120.0975,Santa Rosa Island; mid Jolla Vieja Canyon,2010,mammal
33.936389-120.108611,1,735664564,Santa Rosa,33.936389,-120.108611,Santa Rosa Island; upper Jolla Vieja Canyon,2010,mammal
33.93904234-120.1116053,237,1065395113,Santa Rosa,33.93904234,-120.1116053,Santa Rosa Id; Site 1 W,1941,mammal
33.93904234-120.1116053,237,1065364468,Santa Rosa,33.93904234,-120.1116053,Santa Rosa Id,1930,mammal
33.93904234-120.1116053,237,1065425832,Santa Rosa,33.93904234,-120.1116053,Santa Rosa Id; Old Ranch Canyon,1939,mammal
33.93904234-120.1116053,237,1065419050,Santa Rosa,33.93904234,-120.1116053,Santa Rosa Id; Black Mountain,1941,mammal
33.93904234-120.1116053,237,1065418209,Santa Rosa,33.93904234,-120.1116053,Santa Rosa Id; Becher's Bay,1941,mammal
33.93904234-120.1116053,237,1065353999,Santa Rosa,33.93904234,-120.1116053,Santa Rosa Id; Cherry Canyon,1941,mammal
33.93904234-120.1116053,237,1065385107,Santa Rosa,33.93904234,-120.1116053,Santa Rosa Id; Corral Canyon,1941,mammal
33.93904234-120.1116053,237,1065428141,Santa Rosa,33.93904234,-120.1116053,Santa Rosa Id; Elderberry Canyon,1939,mammal
33.940556-120.13,1,735670612,Santa Rosa,33.940556,-120.13,"Santa Rosa Island; near China Camp, bottom of Acapulco Canyon",2010,mammal
33.944167-120.128889,1,735664170,Santa Rosa,33.944167,-120.128889,Santa Rosa Island; upper Acapulco Canyon,2010,mammal
33.946111-120.083333,1,735670755,Santa Rosa,33.946111,-120.083333,Santa Rosa Island; Wreck Canyon,2010,mammal
33.947778-120.121667,1,735672104,Santa Rosa,33.947778,-120.121667,Santa Rosa Island; Upper section of canyon,2010,mammal
33.949722-120.103333,1,735664237,Santa Rosa,33.949722,-120.103333,Santa Rosa Island; Road from Soledad Peak,1986,mammal
33.95-120.1,39,735673393,Santa Rosa,33.95,-120.1,Santa Rosa Island,1977,mammal
33.95-120.1,39,735674958,Santa Rosa,33.95,-120.1,Santa Rosa Island; Dump,1975,mammal
33.95-120.1,39,735671417,Santa Rosa,33.95,-120.1,Santa Rosa Island; Barn,1975,mammal
33.950833-120.128333,1,735675275,Santa Rosa,33.950833,-120.128333,"Santa Rosa Island; Tecolote Canyon, below the Burma Oaks",2009,mammal
33.951944-120.130556,1,735667989,Santa Rosa,33.951944,-120.130556,"Santa Rosa Island; Arlington Canyon, upper section",2010,mammal
