locality_latlong,Freq,id,island,latitude,longitude,locality,year,taxa
33.476133-119.037426,26,1960738,Santa Barbara,33.476133,-119.037426,"Santa Barbara Island, XAMU Nest Site #X21",2001,aves
33.476256-118.591906,1,1963160,Santa Catalina,33.476256,-118.591906,"Johnson's Landing, Santa Catalina Island",1908,aves
33.476417-118.602083,8,1961076,Santa Catalina,33.476417,-118.602083,"West End, Santa Catalina Island",2008,aves
33.476954-119.037779,74,1961939,Santa Barbara,33.476954,-119.037779,Santa Barbara Island,1899,aves
33.478744-118.605614,2,1959855,Santa Catalina,33.478744,-118.605614,"Lands End, Santa Catalina Island",NA,aves
33.479536-119.029195,1,1961643,Santa Barbara,33.479536,-119.029195,"Santa Barbara Island, Helicopter pad",1992,aves
33.47958-119.04015,1,2065860,Santa Barbara,33.47958,-119.04015,Santa Barbara Island,2013,aves
33.479781-119.029783,12,1960356,Santa Barbara,33.479781,-119.029783,"Santa Barbara Island, Ranger Station; slope south of",1992,aves
33.479781-119.029783,12,1960574,Santa Barbara,33.479781,-119.029783,"Santa Barbara Island, Ranger Station; south of",1992,aves
33.479781-119.029783,12,1962903,Santa Barbara,33.479781,-119.029783,"Santa Barbara Island, Ranger's residence; below",1992,aves
33.479781-119.029783,12,1961432,Santa Barbara,33.479781,-119.029783,"Santa Barbara Island, Ranger's residence; below, out in open",1992,aves
33.479781-119.029783,12,1963545,Santa Barbara,33.479781,-119.029783,"Santa Barbara Island, Ranger's residence; under brush below",1992,aves
33.479781-119.029783,12,1963121,Santa Barbara,33.479781,-119.029783,"Santa Barbara Island, Ranger's residence; under brush near",1992,aves
33.479781-119.029783,12,1962496,Santa Barbara,33.479781,-119.029783,"Santa Barbara Island, South of ranger station",1992,aves
33.482875-119.035984,1,1962049,Santa Barbara,33.482875,-119.035984,"Santa Barbara Island, 1 kilometer east of Webster Point",1992,aves
33.487105-119.035664,1,1963347,Santa Barbara,33.487105,-119.035664,"Santa Barbara Island, Shag Rock",1996,aves
33.48787-119.02896,1,1959818,Santa Barbara,33.48787,-119.02896,Santa Barbara Island,2013,aves
33.488034-119.028345,13,1961203,Santa Barbara,33.488034,-119.028345,"Santa Barbara Island, Arch Point",1992,aves
33.488034-119.028345,13,1963105,Santa Barbara,33.488034,-119.028345,"Santa Barbara Island, Arch Point area",2009,aves
33.89858-120.1227,1,1960680,Santa Rosa,33.89858,-120.1227,"Santa Rosa Island, Krumholtz",2017,aves
33.90084-120.15741,1,1962707,Santa Rosa,33.90084,-120.15741,"Santa Rosa Island, Krumholtz",2007,aves
33.95428-120.172986,2,1962045,Santa Rosa,33.95428,-120.172986,"Santa Rosa Island, Bee Rock Canyon",1998,aves
33.960467-119.721225,1,1961320,Santa Cruz,33.960467,-119.721225,"Santa Cruz Island, Bowen Point",2015,aves
33.96047-120.19131,1,1959842,Santa Rosa,33.96047,-120.19131,"Santa Rosa Island, Bee Rock",2017,aves
33.96144-119.72326,1,1962913,Santa Cruz,33.96144,-119.72326,"Santa Cruz Island, Bowen Point",2007,aves
33.963665-120.056652,3,1962679,Santa Rosa,33.963665,-120.056652,"Santa Rosa Island, Water Canyon",1995,aves
33.964917-120.108615,21,1963504,Santa Rosa,33.964917,-120.108615,Santa Rosa Island,1927,aves
33.964917-120.108615,21,2065733,Santa Rosa,33.964917,-120.108615,Santa Rosa Park,1947,aves
33.964917-120.112289,1,1963076,Santa Rosa,33.964917,-120.112289,Santa Rosa Island,1928,aves
33.9673-120.19259,1,1961514,Santa Rosa,33.9673,-120.19259,Santa Rosa Island,2007,aves
33.9707-120.197,1,2065791,Santa Rosa,33.9707,-120.197,"Santa Rosa Island, Bee Rock Canyon",2007,aves
33.976-120.111167,1,1962571,Santa Rosa,33.976,-120.111167,"Santa Rosa Island, Trap Canyon",2008,aves
33.97667-120.11117,1,1962357,Santa Rosa,33.97667,-120.11117,"Santa Rosa Island, Trap Canyon",2009,aves
33.980377-119.8204,1,1961416,Santa Cruz,33.980377,-119.8204,"Santa Cruz Island, Laguna; Sierra Blanca",2003,aves
33.98257-120.04993,1,1962586,Santa Rosa,33.98257,-120.04993,"Santa Rosa Island, Water Canyon",2017,aves
33.984079-119.80093,2,1961546,Santa Cruz,33.984079,-119.80093,"Santa Cruz Island, Laguna Canyon MC-19",1993,aves
33.98623-119.6618,1,1960657,Santa Cruz,33.98623,-119.6618,"Santa Cruz Island, valley",2007,aves
33.99135-120.22899,1,1961322,Santa Rosa,33.99135,-120.22899,"Santa Rosa Island, Sandy Point",2017,aves
33.994612-119.621201,1,1963525,Santa Cruz,33.994612,-119.621201,"Santa Cruz Island, Southern end and on the eastern side.",1939,aves
34.000781-120.088721,4,1963131,Santa Rosa,34.000781,-120.088721,"Santa Rosa Island, Lobo Canyon",2007,aves
34.000781-120.088721,4,1962267,Santa Rosa,34.000781,-120.088721,"Santa Rosa Island, Lobos Canyon",1998,aves
34.000781-120.088721,4,1963106,Santa Rosa,34.000781,-120.088721,"Santa Rosa Island, Lobos Canyon (Lime Point alt.)",1997,aves
34.0032-119.3896,4,1960733,Anacapa,34.0032,-119.3896,"Middle Anacapa Island, Lava Bench #2 Cave",2002,aves
34.0039-119.3883,13,1959957,Anacapa,34.0039,-119.3883,"Anacapa Island, Lava Bench #1 Cave",1996,aves
34.0039-119.3883,13,1961417,Anacapa,34.0039,-119.3883,"Middle Anacapa Island, Cave Q (Officially Lava Bench #1 Cave)",1994,aves
34.0039-119.3883,13,1962453,Anacapa,34.0039,-119.3883,"Middle Anacapa Island, Lava Bench #1 Cave",2003,aves
34.0039-119.3883,13,1960343,Anacapa,34.0039,-119.3883,"West Anacapa Island, North Coast, Cave Q",1994,aves
34.0041-119.4225,11,1962458,Anacapa,34.0041,-119.4225,"Anacapa Island, Cat Rock",1913,aves
34.0041-119.4225,11,1959713,Anacapa,34.0041,-119.4225,"Anacapa Island, Cat rock",1927,aves
34.005072-119.400787,1,1790759,Anacapa,34.005072,-119.400787,Anacapa Island,1920,aves
34.00558-119.627336,1,2065820,Santa Cruz,34.00558,-119.627336,"Santa Cruz Island, Petrel Rock, east end",1929,aves
34.00631-119.400584,250,1963078,Anacapa,34.00631,-119.400584,Anacapa Island,1911,aves
34.00631-119.400584,250,1960945,Anacapa,34.00631,-119.400584,"Anacapa Island, Channel Islands National Park",1936,aves
34.00631-119.400584,250,1962484,Anacapa,34.00631,-119.400584,"Middle Anacapa Island, Cave D",1994,aves
34.00631-119.400584,250,1960978,Anacapa,34.00631,-119.400584,"West Anacapa Island, Cave N",1994,aves
34.00631-119.400584,250,1963236,Anacapa,34.00631,-119.400584,"Anacapa Island, MC-21",1993,aves
34.00631-119.400584,250,1960562,Anacapa,34.00631,-119.400584,"Anacapa Island, Small rock off",1928,aves
34.00631-119.400584,250,1961672,Anacapa,34.00631,-119.400584,"Anacapa Island, Area #3",1974,aves
34.00631-119.400584,250,1960607,Anacapa,34.00631,-119.400584,"Anacapa Island, Area 1a",1974,aves
34.00631-119.400584,250,2065813,Anacapa,34.00631,-119.400584,"Anacapa Island, Area 3",1974,aves
34.00631-119.400584,250,1961461,Anacapa,34.00631,-119.400584,"Anacapa Island, Area 3a",1974,aves
34.00631-119.400584,250,1960392,Anacapa,34.00631,-119.400584,"Anacapa Island, Area 6",1974,aves
34.00631-119.400584,250,1961251,Anacapa,34.00631,-119.400584,"Anacapa Island, Area 6a",1974,aves
34.00631-119.400584,250,1961249,Anacapa,34.00631,-119.400584,"Anacapa Island, Top of Big Canyon",1972,aves
34.00631-119.400584,250,1960193,Anacapa,34.00631,-119.400584,"Anacapa Island, top of Big Canyon",1972,aves
34.0065-119.4059,14,1960526,Anacapa,34.0065,-119.4059,"Middle Anacapa Island, Aerie Cave",2001,aves
34.0065-119.4059,14,2065794,Anacapa,34.0065,-119.4059,"Anacapa Island, Aerie Cave",1996,aves
34.0065-119.4059,14,1962012,Anacapa,34.0065,-119.4059,"Middle Anacapa Id, The Aerie Cave",2003,aves
34.0065-119.4059,14,1960315,Anacapa,34.0065,-119.4059,"Middle Anacapa Island, The Aerie Cave",2003,aves
34.006576-119.393087,1,2065780,Anacapa,34.006576,-119.393087,"Middle Anacapa Island, North coast",1994,aves
34.0075-119.3853,13,1961429,Anacapa,34.0075,-119.3853,"Anacapa Island, Refuge Cave",1996,aves
34.0075-119.3853,13,1960533,Anacapa,34.0075,-119.3853,"Middle Anacapa Island, Refuge cave",2003,aves
34.0075-119.3853,13,1960304,Anacapa,34.0075,-119.3853,"Middle Anacapa Island, Refuge Cave",2000,aves
34.0075-119.3901,9,1962510,Anacapa,34.0075,-119.3901,"Anacapa Island, Respiring Chimney Cave",1996,aves
34.0075-119.3901,9,1961594,Anacapa,34.0075,-119.3901,"Middle Anacapa Island, Respiring Chimney Cave",2000,aves
34.007768-119.732179,1,1959944,Santa Cruz,34.007768,-119.732179,"Santa Cruz Island, Cascada",2003,aves
34.008665-119.697492,3,1959996,Santa Cruz,34.008665,-119.697492,"Santa Cruz Island, Prisoner's Harbor main canyon",1927,aves
34.008677-119.427404,3,1963509,Anacapa,34.008677,-119.427404,"Anacapa Island, south side of main island, west end of Island",1928,aves
34.008677-119.427404,3,1960517,Anacapa,34.008677,-119.427404,"Anacapa Island, south slope of west island",1931,aves
34.008677-119.427404,3,1962222,Anacapa,34.008677,-119.427404,"Anacapa Island, south slope of west islet",1931,aves
34.009167-119.593889,1,2562566,Santa Cruz,34.009167,-119.593889,Santa Cruz Island; East end of Navy Road,2011,aves
34.009347-119.37858,3,1962360,Anacapa,34.009347,-119.37858,"Anacapa Island, East",1929,aves
34.009347-119.37858,3,2065643,Anacapa,34.009347,-119.37858,"Anacapa Island, East end",1931,aves
34.009934-119.42275,4,2065865,Anacapa,34.009934,-119.42275,"Anacapa Island, West end",1931,aves
34.009996-119.425479,8,1962265,Anacapa,34.009996,-119.425479,"Anacapa Island, West Islet",1968,aves
34.009996-119.425479,8,1961474,Anacapa,34.009996,-119.425479,"Anacapa Island, west",1949,aves
34.009996-119.425479,8,1962984,Anacapa,34.009996,-119.425479,West Anacapa Island,1929,aves
34.009996-119.425479,8,1960302,Anacapa,34.009996,-119.425479,"Anacapa Island, West island",1936,aves
34.009996-119.425479,8,1962225,Anacapa,34.009996,-119.425479,"Anacapa Island, west islet",1927,aves
34.0102-119.4377,8,1959958,Anacapa,34.0102,-119.4377,"Anacapa Island, Lonely at the Top Cave",1996,aves
34.0102-119.4377,8,1961212,Anacapa,34.0102,-119.4377,"West Anacapa Island, Cave C",1994,aves
34.0102-119.4377,8,1960990,Anacapa,34.0102,-119.4377,"West Anacapa Island, Cave C; south coast",1994,aves
34.0102-119.4377,8,1961384,Anacapa,34.0102,-119.4377,"West Anacapa Island, Lonely at the Top Cave",2001,aves
34.010721-119.545766,1,1960311,Santa Cruz,34.010721,-119.545766,"Santa Cruz Island, Yellow Banks",1935,aves
34.011084-119.873302,1,1962587,Santa Cruz,34.011084,-119.873302,"Santa Cruz Island, sauces Canyon",2017,aves
34.012401-119.687063,1,1963237,Santa Cruz,34.012401,-119.687063,"Santa Cruz Island, East End of Porto Canyon; Near",1997,aves
34.0125-119.4177,11,1960940,Anacapa,34.0125,-119.4177,"Middle Anacapa Island, Moss Cave",2001,aves
34.0125-119.4177,11,1960948,Anacapa,34.0125,-119.4177,"West Anacapa Island, Moss Cave",2003,aves
34.012786-119.417772,1,1962659,Anacapa,34.012786,-119.417772,"Anacapa Island, Northeast side of main island",1913,aves
34.01298-119.37276,1,2065639,Anacapa,34.01298,-119.37276,Anacapa Island,2013,aves
34.01302-119.37266,1,1962352,Anacapa,34.01302,-119.37266,Anacapa Island,2013,aves
34.013204-119.439892,1,1961151,Anacapa,34.013204,-119.439892,"Anacapa Island, northwest end",1969,aves
34.01343-120.115587,3,1962483,Santa Rosa,34.01343,-120.115587,"Santa Rosa Island, Trap Canyon",2003,aves
34.0136-119.37405,1,1960656,Anacapa,34.0136,-119.37405,Anacapa Island,2013,aves
34.013836-119.443945,5,1962875,Anacapa,34.013836,-119.443945,"Anacapa Island, Extreme west end of main island",1913,aves
34.013836-119.443945,5,1961890,Anacapa,34.013836,-119.443945,"Anacapa Island, steep slope near landing, west end of",1928,aves
34.013836-119.443945,5,1962002,Anacapa,34.013836,-119.443945,"Anacapa Island, northwest end",1969,aves
34.0139-119.4197,6,1962912,Anacapa,34.0139,-119.4197,"Anacapa Island, Pinnacle Cave",1996,aves
34.0139-119.4197,6,1961200,Anacapa,34.0139,-119.4197,"West Anacapa Island, North Coast, Cave P",1994,aves
34.0139-119.4197,6,1963498,Anacapa,34.0139,-119.4197,"West Anacapa Island, Pinnacle Cave",2001,aves
34.013904-119.827665,4,1961607,Santa Cruz,34.013904,-119.827665,"Santa Cruz Island, Detatched Rock- on West Side",1938,aves
34.013904-119.827665,4,1961198,Santa Cruz,34.013904,-119.827665,"Santa Cruz Island, West end",1998,aves
34.013904-119.827665,4,1963020,Santa Cruz,34.013904,-119.827665,"Santa Cruz Island, West End MC-20",1993,aves
34.013904-119.827665,4,1962390,Santa Cruz,34.013904,-119.827665,"Santa Cruz Island, West End, MC-20",1992,aves
34.013956-120.359007,2,1960434,San Miguel,34.013956,-120.359007,"San Miguel Island, Crook Point",2013,aves
34.013956-120.359007,2,1962507,San Miguel,34.013956,-120.359007,"San Miguel Island, Crooked Point",2007,aves
34.014112-119.435463,2,1962394,Anacapa,34.014112,-119.435463,"Anacapa Island, Goldfish bowl area on northwest end; MC-21",1992,aves
34.014112-119.435463,2,1962476,Anacapa,34.014112,-119.435463,"West Anacapa Island, Goldfish Bowl",1989,aves
34.0147-119.4211,1,1963118,Anacapa,34.0147,-119.4211,"West Anacapa Island, North Coast, ""Cave O""",1994,aves
34.0151-119.3713,2,1963191,Anacapa,34.0151,-119.3713,"Anacapa Island, Cathedral Cove",2013,aves
34.0151-119.3713,2,1962068,Anacapa,34.0151,-119.3713,"East Anacapa Island, Cathedral Cove",2007,aves
34.015278-119.363333,1,2562573,Anacapa,34.015278,-119.363333,"Anacapa Island; East Island, adjacent to Maintenance Building",2010,aves
34.01568-119.64104,1,1961323,Santa Cruz,34.01568,-119.64104,"Santa Cruz Island, Del Norte",2017,aves
34.015909-119.357553,8,1961394,Anacapa,34.015909,-119.357553,"Anacapa Island, northeast side of east island",1913,aves
34.015909-119.357553,8,1960844,Anacapa,34.015909,-119.357553,"Anacapa Island, east",1930,aves
34.015909-119.357553,8,1961472,Anacapa,34.015909,-119.357553,"Anacapa Island, northeast end of",1969,aves
34.018582-119.68191,2,2065814,Santa Cruz,34.018582,-119.68191,"Santa Cruz Island, Central Valley",1915,aves
34.018669-119.725097,238,1960528,Santa Cruz,34.018669,-119.725097,Santa Cruz Island,1939,aves
34.018669-119.725097,238,1961831,Santa Cruz,34.018669,-119.725097,"Santa Cruz Island, Dry Sandy Beach Cave",1997,aves
34.018669-119.725097,238,2065815,Santa Cruz,34.018669,-119.725097,"Santa Cruz Island, MarMan Ranch",1916,aves
34.018669-119.725097,238,1960220,Santa Cruz,34.018669,-119.725097,Santa Cruz Islands,1927,aves
34.018669-119.725097,238,1961703,Santa Cruz,34.018669,-119.725097,"Santa Cruz Island, Detached Rock",1938,aves
34.018669-119.725097,238,2065819,Santa Cruz,34.018669,-119.725097,"Santa Cruz Island, Dick's Bay",1929,aves
34.018766-119.725084,1,1959841,Santa Cruz,34.018766,-119.725084,Santa Cruz Island,1922,aves
34.019369-119.684609,1,1961924,Santa Cruz,34.019369,-119.684609,"Santa Cruz Island, Prisoner's Harbor",1937,aves
34.019617-119.683677,7,1962732,Santa Cruz,34.019617,-119.683677,"Santa Cruz Island, Near Prisoner's Harbor",1932,aves
34.019617-119.683677,7,1959778,Santa Cruz,34.019617,-119.683677,"Santa Cruz Island, Prisoner's Harbor",1932,aves
34.019617-119.683677,7,1962559,Santa Cruz,34.019617,-119.683677,"Santa Cruz Island, Prisoners Harbor",1937,aves
34.019647-120.307223,1,1961442,San Miguel,34.019647,-120.307223,"San Miguel Island, Cardwell Point",2007,aves
34.020011-120.108311,1,1960692,Santa Rosa,34.020011,-120.108311,"Santa Rosa Island, Lime Point, MC-27",1992,aves
34.020335-119.542895,4,1962730,Santa Cruz,34.020335,-119.542895,"Santa Cruz Island, Smuggler's Cove",1927,aves
34.020335-119.542895,4,1962554,Santa Cruz,34.020335,-119.542895,"Santa Cruz Island, Smugglers Cove",1926,aves
34.020335-119.542895,4,1962754,Santa Cruz,34.020335,-119.542895,"Santa Cruz Island, Smugglers Harbor",1927,aves
34.027909-119.567642,1,1963443,Santa Cruz,34.027909,-119.567642,"Santa Cruz Island, Ghirini MC-18",1994,aves
34.029431-120.45049,19,1963537,San Miguel,34.029431,-120.45049,"San Miguel Island, Point Bennett",1992,aves
34.030028-120.443528,2,1962268,San Miguel,34.030028,-120.443528,"San Miguel Island, Adam's Cove",1992,aves
34.032222-119.703611,1,2562520,Santa Cruz,34.032222,-119.703611,Santa Cruz Island; 0.5 mi W of Pelican Bay,2011,aves
34.032704-120.413468,1,1963401,San Miguel,34.032704,-120.413468,"San Miguel Island, Millenium/Science",2013,aves
34.03308-120.41387,1,1962892,San Miguel,34.03308,-120.41387,"San Miguel Island, Science/Millenium beach nest",2007,aves
34.034349-119.703635,6,1962943,Santa Cruz,34.034349,-119.703635,"Santa Cruz Island, gorge above Pelican Bay",1927,aves
34.034349-119.703635,6,1961867,Santa Cruz,34.034349,-119.703635,"Santa Cruz Island, Pelican Bay",1918,aves
34.034349-119.703635,6,1960314,Santa Cruz,34.034349,-119.703635,"Santa Cruz Island, Near Pelican Bay",1918,aves
34.034349-119.703635,6,1962970,Santa Cruz,34.034349,-119.703635,"Santa Cruz Island, Pelican Harbor",1912,aves
34.03572-120.043572,3,1962920,Santa Rosa,34.03572,-120.043572,"Santa Rosa Island, Carrington Point",2007,aves
34.03572-120.043572,3,1960970,Santa Rosa,34.03572,-120.043572,"Santa Rosa Island, Carrington Point, MC-16",1995,aves
34.037172-119.608824,2,2065767,Santa Cruz,34.037172,-119.608824,"Santa Cruz Island, Coche Point",2003,aves
34.037172-119.608824,2,1961820,Santa Cruz,34.037172,-119.608824,"Santa Cruz Island, Coche Point; Alternate slide",2003,aves
34.037213-120.349299,1,1961676,San Miguel,34.037213,-120.349299,"San Miguel Island, Ranch Airstrip",2014,aves
34.038137-119.886796,1,1963102,Santa Cruz,34.038137,-119.886796,"Santa Cruz Island, Blackpoint 03 nest ledge",2007,aves
34.04281-120.419648,1,1962681,San Miguel,34.04281,-120.419648,"San Miguel Island, West end of",1910,aves
34.043333-119.597417,2,1961098,Santa Cruz,34.043333,-119.597417,"Santa Cruz Island, Gherini Knife Edge",2017,aves
34.043674-120.354574,1,1962945,San Miguel,34.043674,-120.354574,"San Miguel Island, Cuyler Canyon",1975,aves
34.04386-120.32461,1,1960976,San Miguel,34.04386,-120.32461,"San Miguel Island, Hoffman 07 nest",2007,aves
