id,month,year,island,class,acceptedGenus,acceptedName,latitude,longitude,locality,source,type,Lat_alb,Lon_alb,Id,ISL_NAME,geometry
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46514,-118.55296,"creek above Parson's Landing, Catalina Island",Cal-IBIS,Collection,-504449.5006624018,134584.483939365,0,Santa Catalina,"c(134584.483939365, -504449.500662402)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46514,-118.55296,"creek above Parson's Landing, Catalina Island",Cal-IBIS,Collection,-504449.5006624018,134584.483939365,0,Santa Catalina,"c(134584.483939365, -504449.500662402)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46514,-118.55296,"creek above Parson's Landing, Catalina Island",Cal-IBIS,Collection,-504449.5006624018,134584.483939365,0,Santa Catalina,"c(134584.483939365, -504449.500662402)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46514,-118.55296,"creek above Parson's Landing, Catalina Island",Cal-IBIS,Collection,-504449.5006624018,134584.483939365,0,Santa Catalina,"c(134584.483939365, -504449.500662402)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46514,-118.55296,"creek above Parson's Landing, Catalina Island",Cal-IBIS,Collection,-504449.5006624018,134584.483939365,0,Santa Catalina,"c(134584.483939365, -504449.500662402)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46514,-118.55296,"creek above Parson's Landing, Catalina Island",Cal-IBIS,Collection,-504449.5006624018,134584.483939365,0,Santa Catalina,"c(134584.483939365, -504449.500662402)"
Cal-IBIS,1,1900,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.386692,-118.435344,"Santa Catalina Island, pond at main Buffalo Corral, ca. 1.5 mi. E of Isthmus Harbor",Cal-IBIS,Collection,-512970.2948523485,145666.1115909046,0,Santa Catalina,"c(145666.111590905, -512970.294852349)"
Cal-IBIS,7,1931,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.3927,-118.379,"Catalina Island (= Santa Catalina Island), canyon behind White's Cove",Cal-IBIS,Collection,-512216.32718503894,150899.72925918424,0,Santa Catalina,"c(150899.729259184, -512216.327185039)"
Cal-IBIS,7,1931,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.3927,-118.379,"Catalina Island (= Santa Catalina Island), canyon behind White's Cove",Cal-IBIS,Collection,-512216.32718503894,150899.72925918424,0,Santa Catalina,"c(150899.729259184, -512216.327185039)"
Cal-IBIS,7,1931,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.3927,-118.379,"Catalina Island (= Santa Catalina Island), canyon behind White's Cove",Cal-IBIS,Collection,-512216.32718503894,150899.72925918424,0,Santa Catalina,"c(150899.729259184, -512216.327185039)"
Cal-IBIS,7,1931,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.3927,-118.379,"Catalina Island (= Santa Catalina Island), canyon behind White's Cove",Cal-IBIS,Collection,-512216.32718503894,150899.72925918424,0,Santa Catalina,"c(150899.729259184, -512216.327185039)"
Cal-IBIS,10,1970,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.39342183,-118.4598445,"Big Springs Canyon Creek, Santa Catalina Island",Cal-IBIS,Collection,-512261.79419981176,143373.25261642388,0,Santa Catalina,"c(143373.252616424, -512261.794199812)"
Cal-IBIS,10,1970,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.39342183,-118.4598445,"Big Springs Canyon Creek, Santa Catalina Island",Cal-IBIS,Collection,-512261.79419981176,143373.25261642388,0,Santa Catalina,"c(143373.252616424, -512261.794199812)"
Cal-IBIS,10,1970,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.39342183,-118.4598445,"Big Springs Canyon Creek, Santa Catalina Island",Cal-IBIS,Collection,-512261.79419981176,143373.25261642388,0,Santa Catalina,"c(143373.252616424, -512261.794199812)"
Cal-IBIS,10,1970,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.39342183,-118.4598445,"Big Springs Canyon Creek, Santa Catalina Island",Cal-IBIS,Collection,-512261.79419981176,143373.25261642388,0,Santa Catalina,"c(143373.252616424, -512261.794199812)"
Cal-IBIS,12,1970,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.44403718,-118.4844805,"on isthmus to Avalon Rd., 0.7 mi from isthmus at turnoff to University of Southern California Marine Lab, Santa Catalina Island",Cal-IBIS,Collection,-506688.9606479709,140990.4010141486,NA,NA,"c(140990.401014149, -506688.960647971)"
Cal-IBIS,10,1970,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.39342183,-118.4598445,"Big Springs Canyon Creek, Santa Catalina Island",Cal-IBIS,Collection,-512261.79419981176,143373.25261642388,0,Santa Catalina,"c(143373.252616424, -512261.794199812)"
Cal-IBIS,10,1970,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.39342183,-118.4598445,"Big Springs Canyon Creek, Santa Catalina Island",Cal-IBIS,Collection,-512261.79419981176,143373.25261642388,0,Santa Catalina,"c(143373.252616424, -512261.794199812)"
Cal-IBIS,10,1970,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.39342183,-118.4598445,"Big Springs Canyon Creek, Santa Catalina Island",Cal-IBIS,Collection,-512261.79419981176,143373.25261642388,0,Santa Catalina,"c(143373.252616424, -512261.794199812)"
Cal-IBIS,10,1970,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.39342183,-118.4598445,"Big Springs Canyon Creek, Santa Catalina Island",Cal-IBIS,Collection,-512261.79419981176,143373.25261642388,0,Santa Catalina,"c(143373.252616424, -512261.794199812)"
Cal-IBIS,10,1970,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.39342183,-118.4598445,"Big Springs Canyon Creek, Santa Catalina Island",Cal-IBIS,Collection,-512261.79419981176,143373.25261642388,0,Santa Catalina,"c(143373.252616424, -512261.794199812)"
Cal-IBIS,4,1967,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.34998544,-118.4106369,"Middle Canyon, Santa Catalina Island",Cal-IBIS,Collection,-516999.9774845275,148034.27679071075,0,Santa Catalina,"c(148034.276790711, -516999.977484528)"
Cal-IBIS,4,1967,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.34998544,-118.4106369,"Middle Canyon, Santa Catalina Island",Cal-IBIS,Collection,-516999.9774845275,148034.27679071075,0,Santa Catalina,"c(148034.276790711, -516999.977484528)"
Cal-IBIS,4,1967,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.34998544,-118.4106369,"Middle Canyon, Santa Catalina Island",Cal-IBIS,Collection,-516999.9774845275,148034.27679071075,0,Santa Catalina,"c(148034.276790711, -516999.977484528)"
Cal-IBIS,4,1967,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.34998544,-118.4106369,"Middle Canyon, Santa Catalina Island",Cal-IBIS,Collection,-516999.9774845275,148034.27679071075,0,Santa Catalina,"c(148034.276790711, -516999.977484528)"
Cal-IBIS,4,1967,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.34998544,-118.4106369,"Middle Canyon, Santa Catalina Island",Cal-IBIS,Collection,-516999.9774845275,148034.27679071075,0,Santa Catalina,"c(148034.276790711, -516999.977484528)"
Cal-IBIS,7,1910,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.45998104,-118.5806419,"5 mi W isthmus, Santa Catalina Island",Cal-IBIS,Collection,-505060.2377626081,132018.63587214248,0,Santa Catalina,"c(132018.635872142, -505060.237762608)"
Cal-IBIS,7,1910,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.45998104,-118.5806419,"5 mi W isthmus, Santa Catalina Island",Cal-IBIS,Collection,-505060.2377626081,132018.63587214248,0,Santa Catalina,"c(132018.635872142, -505060.237762608)"
Cal-IBIS,7,1910,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.45998104,-118.5806419,"5 mi W isthmus, Santa Catalina Island",Cal-IBIS,Collection,-505060.2377626081,132018.63587214248,0,Santa Catalina,"c(132018.635872142, -505060.237762608)"
Cal-IBIS,7,1910,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.45998104,-118.5806419,"5 mi W isthmus, Santa Catalina Island",Cal-IBIS,Collection,-505060.2377626081,132018.63587214248,0,Santa Catalina,"c(132018.635872142, -505060.237762608)"
Cal-IBIS,7,1910,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.45998104,-118.5806419,"5 mi W isthmus, Santa Catalina Island",Cal-IBIS,Collection,-505060.2377626081,132018.63587214248,0,Santa Catalina,"c(132018.635872142, -505060.237762608)"
Cal-IBIS,7,1910,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.45998104,-118.5806419,"5 mi W isthmus, Santa Catalina Island",Cal-IBIS,Collection,-505060.2377626081,132018.63587214248,0,Santa Catalina,"c(132018.635872142, -505060.237762608)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.37764,-118.39352,"Cape Canyon Reservoir, Catalina Island",Cal-IBIS,Collection,-513908.36401207605,149576.46842001379,0,Santa Catalina,"c(149576.468420014, -513908.364012076)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,4,2013,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.40041,-118.39082,"Echo Lake, Catalina Island",Cal-IBIS,Collection,-511380.5961691062,149785.0010328273,0,Santa Catalina,"c(149785.001032827, -511380.596169106)"
Cal-IBIS,1,1981,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.36794428,-118.3584039,"Santa Catalina Island, Toyon Canyon",Cal-IBIS,Collection,-514926.8648986607,152864.34899386446,0,Santa Catalina,"c(152864.348993864, -514926.864898661)"
Cal-IBIS,3,1957,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.33576643,-118.3279569,"Catalina Island, golf course",Cal-IBIS,Collection,-518443.24621444056,155762.15755035775,0,Santa Catalina,"c(155762.157550358, -518443.246214441)"
Cal-IBIS,2,1957,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46578726,-118.5245407,"Santa Catalina, Emerald Bay",Cal-IBIS,Collection,-504337.020520797,137226.34269364356,NA,NA,"c(137226.342693644, -504337.020520797)"
Cal-IBIS,2,1957,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46578726,-118.5245407,"Santa Catalina, Emerald Bay",Cal-IBIS,Collection,-504337.020520797,137226.34269364356,NA,NA,"c(137226.342693644, -504337.020520797)"
Cal-IBIS,2,1957,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46578726,-118.5245407,"Santa Catalina, Emerald Bay",Cal-IBIS,Collection,-504337.020520797,137226.34269364356,NA,NA,"c(137226.342693644, -504337.020520797)"
Cal-IBIS,2,1957,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46578726,-118.5245407,"Santa Catalina, Emerald Bay",Cal-IBIS,Collection,-504337.020520797,137226.34269364356,NA,NA,"c(137226.342693644, -504337.020520797)"
Cal-IBIS,5,1934,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46578726,-118.5245407,"Santa Catalina, Emerald Bay",Cal-IBIS,Collection,-504337.020520797,137226.34269364356,NA,NA,"c(137226.342693644, -504337.020520797)"
Cal-IBIS,5,1934,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46578726,-118.5245407,"Santa Catalina, Emerald Bay",Cal-IBIS,Collection,-504337.020520797,137226.34269364356,NA,NA,"c(137226.342693644, -504337.020520797)"
Cal-IBIS,3,1941,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35001732,-118.4288374,"Santa Cruz Island,  Middle Ranch Canyon",Cal-IBIS,Collection,-517024.700114829,146339.1683288512,0,Santa Catalina,"c(146339.168328851, -517024.700114829)"
Cal-IBIS,2,1941,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46895612,-118.5323739,"Johnson Landing, Santa Catalina Is.",Cal-IBIS,Collection,-503997.093485211,136492.43012559434,0,Santa Catalina,"c(136492.430125594, -503997.093485211)"
Cal-IBIS,2,1941,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46895612,-118.5323739,"Johnson Landing, Santa Catalina Is.",Cal-IBIS,Collection,-503997.093485211,136492.43012559434,0,Santa Catalina,"c(136492.430125594, -503997.093485211)"
Cal-IBIS,3,1941,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46302535,-118.5238316,"Howland's  Landing, Santa Catalina Is.",Cal-IBIS,Collection,-504642.1209905902,137297.054594394,0,Santa Catalina,"c(137297.054594394, -504642.12099059)"
Cal-IBIS,3,1941,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.46302535,-118.5238316,"Howland's  Landing, Santa Catalina Is.",Cal-IBIS,Collection,-504642.1209905902,137297.054594394,0,Santa Catalina,"c(137297.054594394, -504642.12099059)"
Cal-IBIS,3,1941,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.34309421,-118.328222,"Avalon, Santa Catalina Is.",Cal-IBIS,Collection,-517631.63494027965,155723.14377724862,0,Santa Catalina,"c(155723.143777249, -517631.63494028)"
Cal-IBIS,3,1941,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.34309421,-118.328222,"Avalon, Santa Catalina Is.",Cal-IBIS,Collection,-517631.63494027965,155723.14377724862,0,Santa Catalina,"c(155723.143777249, -517631.63494028)"
Cal-IBIS,3,1941,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.38303704,-118.4734697,"Little Harbor, Santa Catalina Is",Cal-IBIS,Collection,-513433.22623349214,142123.5240427835,NA,NA,"c(142123.524042784, -513433.226233492)"
Cal-IBIS,3,1941,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35400313,-118.4398566,"Middle Ranch, Santa Catalina Is.",Cal-IBIS,Collection,-516599.93510643346,145305.65603185043,0,Santa Catalina,"c(145305.65603185, -516599.935106433)"
Cal-IBIS,3,1941,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.4004761,-118.390631,"Echo Lake, Santa Catalina Is.",Cal-IBIS,Collection,-511372.971862047,149802.4673947467,0,Santa Catalina,"c(149802.467394747, -511372.971862047)"
Cal-IBIS,3,1941,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.394843,-118.521347,"Whites Landing, Santa Catalina Island",Cal-IBIS,Collection,-512195.43697647564,137645.99498052438,NA,NA,"c(137645.994980524, -512195.436976476)"
Cal-IBIS,8,1939,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35001732,-118.4288374,"Santa Cruz Island,  Middle Ranch Canyon",Cal-IBIS,Collection,-517024.700114829,146339.1683288512,0,Santa Catalina,"c(146339.168328851, -517024.700114829)"
Cal-IBIS,8,1939,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35001732,-118.4288374,"Santa Cruz Island,  Middle Ranch Canyon",Cal-IBIS,Collection,-517024.700114829,146339.1683288512,0,Santa Catalina,"c(146339.168328851, -517024.700114829)"
Cal-IBIS,8,1939,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35001732,-118.4288374,"Santa Cruz Island,  Middle Ranch Canyon",Cal-IBIS,Collection,-517024.700114829,146339.1683288512,0,Santa Catalina,"c(146339.168328851, -517024.700114829)"
Cal-IBIS,8,1939,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35001732,-118.4288374,"Santa Cruz Island,  Middle Ranch Canyon",Cal-IBIS,Collection,-517024.700114829,146339.1683288512,0,Santa Catalina,"c(146339.168328851, -517024.700114829)"
Cal-IBIS,8,1939,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35001732,-118.4288374,"Santa Cruz Island,  Middle Ranch Canyon",Cal-IBIS,Collection,-517024.700114829,146339.1683288512,0,Santa Catalina,"c(146339.168328851, -517024.700114829)"
Cal-IBIS,8,1939,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35001732,-118.4288374,"Santa Cruz Island,  Middle Ranch Canyon",Cal-IBIS,Collection,-517024.700114829,146339.1683288512,0,Santa Catalina,"c(146339.168328851, -517024.700114829)"
Cal-IBIS,8,1939,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35001732,-118.4288374,"Santa Cruz Island,  Middle Ranch Canyon",Cal-IBIS,Collection,-517024.700114829,146339.1683288512,0,Santa Catalina,"c(146339.168328851, -517024.700114829)"
Cal-IBIS,8,1939,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35001732,-118.4288374,"Santa Cruz Island,  Middle Ranch Canyon",Cal-IBIS,Collection,-517024.700114829,146339.1683288512,0,Santa Catalina,"c(146339.168328851, -517024.700114829)"
Cal-IBIS,8,1939,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35001732,-118.4288374,"Santa Cruz Island,  Middle Ranch Canyon",Cal-IBIS,Collection,-517024.700114829,146339.1683288512,0,Santa Catalina,"c(146339.168328851, -517024.700114829)"
Cal-IBIS,8,1939,Santa Catalina,Amphibia,Pseudacris,Pseudacris regilla,33.35001732,-118.4288374,"Santa Cruz Island,  Middle Ranch Canyon",Cal-IBIS,Collection,-517024.700114829,146339.1683288512,0,Santa Catalina,"c(146339.168328851, -517024.700114829)"
