source,id,month,year,observed_o,observed_1,time_obser,time_zone,user_id,user_login,created_at,updated_at,quality_gr,license,url,image_url,sound_url,tag_list,descriptio,num_identi,num_iden_1,captive_cu,oauth_appl,island,place_gues,latitude,longitude,positional,public_pos,geoprivacy,taxon_geop,coordinate,positionin,position_1,species_gu,scientific,acceptedName,common_nam,iconic_tax,taxon_id,acceptedGenus,epithet
iNaturalist,20503335,2,2019,2019-02-19 2:19:26 PM PST,2/19/19,2019-02-19 22:19:26 UTC,Pacific Time (US & Canada),1004735,duncan_haunold,2019-02-20 04:33:12 UTC,2019-02-26 04:47:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20503335,https://inaturalist-open-data.s3.amazonaws.com/photos/31645888/medium.jpeg?1550637199, , , ,2,0,FALSE,2,Santa Catalina,"1 Airport Rd, Avalon, CA 90704, USA",33.40375137,-118.4156799,0,0, ,open,FALSE,gps,gps,Garden Slender Salamander,Batrachoseps major,Batrachoseps major,Garden Slender Salamander,Amphibia,27468,Batrachoseps,major
iNaturalist,21243958,3,2019,2019-03-14 1:47:43 PM PDT,3/14/19,2019-03-14 20:47:43 UTC,Pacific Time (US & Canada),392423,bjdion,2019-03-14 23:48:56 UTC,2019-06-14 14:01:56 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/21243958,https://inaturalist-open-data.s3.amazonaws.com/photos/32843311/medium.jpeg?1552607344, , , ,1,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.35529762,-118.3608007,9,9, ,open,FALSE, , ,Garden Slender Salamander,Batrachoseps major,Batrachoseps major,Garden Slender Salamander,Amphibia,27468,Batrachoseps,major
iNaturalist,4964569,11,2015,Mon Nov 30 2015 08:35:39 GMT-0800 (PST),11/30/15,2015-11-30 16:35:39 UTC,Pacific Time (US & Canada),280979,emshaph,2017-01-18 02:03:34 UTC,2017-01-19 03:12:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/4964569,https://inaturalist-open-data.s3.amazonaws.com/photos/6057112/medium.jpg?1484705061, , , ,1,0,FALSE,3,Santa Catalina,"1–99 Cove Rd, Avalon, CA, US",33.4686361,-118.5321059,22,22, , ,FALSE, , ,Garden Slender Salamander,Batrachoseps major,Batrachoseps major,Garden Slender Salamander,Amphibia,27468,Batrachoseps,major
iNaturalist,43518558,3,2020,Tue Mar 10 2020 11:43:20 GMT-0700 (PDT),3/10/20,2020-03-10 18:43:20 UTC,Pacific Time (US & Canada),81668,monicatydlaska,2020-04-26 02:05:49 UTC,2021-04-15 03:03:39 UTC,research, ,https://www.inaturalist.org/observations/43518558,https://static.inaturalist.org/photos/69044896/medium.jpg?1587866758, , , ,3,1,FALSE,3,Santa Catalina,"Los Angeles County, US-CA, US",33.27967959,-118.3371587,104,28984, ,obscured,TRUE, , ,Garden Slender Salamander,Batrachoseps major,Batrachoseps major,Garden Slender Salamander,Amphibia,27468,Batrachoseps,major
iNaturalist,2977946,3,2016,Tue Mar 29 2016 09:22:56 GMT-0700 (PDT),3/29/16,2016-03-29 16:22:56 UTC,Pacific Time (US & Canada),152221,lowellnoel,2016-04-19 23:56:03 UTC,2016-06-17 01:28:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2977946,https://inaturalist-open-data.s3.amazonaws.com/photos/3422640/medium.jpg?1461110174, , ,We found this newt/salamander within a compost pile at a nearby kids camp at Howland's Landing. Not sure if this is a young one or an adult,2,0,FALSE,3,Santa Catalina,"W End Rd, Avalon, CA, US",33.46061026,-118.5252035,49,49, , ,FALSE, , ,Garden Slender Salamander,Batrachoseps major,Batrachoseps major,Garden Slender Salamander,Amphibia,27468,Batrachoseps,major
iNaturalist,40668405,1,2019,Wed Jan 23 2019 15:09:26 GMT-0700 (MST),1/23/19,2019-01-23 22:09:26 UTC,Mountain Time (US & Canada),2669498,jake351,2020-03-25 00:04:09 UTC,2020-03-27 19:43:22 UTC,research, ,https://www.inaturalist.org/observations/40668405,https://static.inaturalist.org/photos/64466388/medium.jpg?1585094653, , , ,1,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.40381128,-118.3704736,24,24, ,open,FALSE, , ,Garden Slender Salamander,Batrachoseps major,Batrachoseps major,Garden Slender Salamander,Amphibia,27468,Batrachoseps,major
iNaturalist,36807181,12,2019,2019-12-20 1:05:44 PM PST,12/20/19,2019-12-20 21:05:44 UTC,Pacific Time (US & Canada),772899,ljbrenner,2019-12-20 21:06:55 UTC,2020-04-07 19:22:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36807181,https://inaturalist-open-data.s3.amazonaws.com/photos/58243761/medium.jpeg?1576876025, , , ,1,0,FALSE,2,Santa Catalina,"Avalon, CA 90704, USA",33.34539898,-118.3295337,6,6, ,open,FALSE, , ,Garden Slender Salamander,Batrachoseps major major,Batrachoseps major,Garden Slender Salamander,Amphibia,196975,Batrachoseps,major
iNaturalist,5170069,2,2017,Wed Feb 15 2017 19:02:34 GMT-0800 (PST),2/15/17,2017-02-16 03:02:34 UTC,Pacific Time (US & Canada),380092,willie7,2017-02-24 20:14:32 UTC,2017-02-26 03:33:18 UTC,research, ,https://www.inaturalist.org/observations/5170069,https://static.inaturalist.org/photos/6374180/medium.jpg?1487967521, , ,Found in my back yard,2,0,FALSE,3,Santa Catalina,"314 W Whittley Ave, Avalon, CA, US",33.3436,-118.3298333,0,0, , ,FALSE, , ,Garden Slender Salamander,Batrachoseps major major,Batrachoseps major,Garden Slender Salamander,Amphibia,196975,Batrachoseps,major
iNaturalist,50562641,6,2008,2008/06/03 6:06 AM CDT,6/3/08,2008-06-03 11:06:00 UTC,Central Time (US & Canada),19563,henicorhina,2020-06-22 16:09:42 UTC,2020-07-06 15:35:41 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/50562641,https://inaturalist-open-data.s3.amazonaws.com/photos/80287478/medium.jpeg?1592841893, , , ,2,0,FALSE,0,Santa Cruz,"Portozuela, Santa Barbara County, CA, USA",34.00736092,-119.7598206,156,156, ,open,FALSE, , ,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,50567267,6,2008,2008/06/12 12:17 PM CDT,6/12/08,2008-06-12 17:17:00 UTC,Central Time (US & Canada),19563,henicorhina,2020-06-22 16:50:07 UTC,2021-02-11 04:10:58 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/50567267,https://inaturalist-open-data.s3.amazonaws.com/photos/80295272/medium.jpeg?1592844534, , , ,1,0,FALSE,0,Santa Cruz,"upper Water Canyon, Santa Barbara County, CA, USA",33.99976606,-119.7151327,122,122, ,open,FALSE, , ,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,5374387,3,2017,2017/03/12 12:13 PM PDT,3/13/17,2017-03-13 07:13:00 UTC,Pacific Time (US & Canada),14811,snakeinmypocket,2017-03-16 19:05:44 UTC,2021-03-15 01:15:56 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/5374387,https://inaturalist-open-data.s3.amazonaws.com/photos/6596302/medium.jpg?1489690940, , , ,2,0,FALSE,0,Santa Cruz,"Santa Barbara County, CA, USA",34.03463056,-119.566625,0,0, ,open,FALSE, , ,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,5424144,3,2017,2017/03/21 11:41 AM EDT,3/21/17,2017-03-21 15:41:00 UTC,Eastern Time (US & Canada),8917,michiko,2017-03-22 06:25:42 UTC,2017-03-22 13:58:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5424144,https://inaturalist-open-data.s3.amazonaws.com/photos/6670319/medium.jpg?1490163927, , , ,2,0,FALSE,0,Santa Cruz,"Santa Barbara County, CA, USA",34.01766861,-119.6819171,0,0, , ,FALSE, , ,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,15023466,4,2018,2018/04/20 3:31 PM PDT,4/20/18,2018-04-20 22:31:00 UTC,Pacific Time (US & Canada),6971,silversea_starsong,2018-08-01 19:06:22 UTC,2018-12-02 02:27:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15023466,https://inaturalist-open-data.s3.amazonaws.com/photos/22419870/medium.jpeg?1533150282, , , ,1,0,FALSE,0,Santa Cruz,"Santa Barbara County, CA, USA",34.03107,-119.7951783,0,0, , ,FALSE, , ,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,15023954,4,2018,2018/04/20 3:38 PM PDT,4/20/18,2018-04-20 22:38:00 UTC,Pacific Time (US & Canada),6971,silversea_starsong,2018-08-01 19:22:03 UTC,2018-12-02 02:27:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15023954,https://inaturalist-open-data.s3.amazonaws.com/photos/22420406/medium.jpeg?1533150881, , , ,1,0,FALSE,0,Santa Cruz,"Santa Barbara County, CA, USA",34.031005,-119.7949567,0,0, , ,FALSE, , ,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,11308134,4,2018,2018/04/21 1:59 PM PDT,4/21/18,2018-04-21 20:59:00 UTC,Pacific Time (US & Canada),6971,silversea_starsong,2018-04-22 07:11:05 UTC,2020-02-19 17:08:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11308134,https://inaturalist-open-data.s3.amazonaws.com/photos/16095348/medium.jpeg?1524380807, , , ,3,0,FALSE,0,Santa Cruz,"Santa Barbara County, CA, USA",33.99272833,-119.70785,0,0, ,open,FALSE, , ,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,15008315,4,2018,2018/04/21 10:59 AM PDT,4/21/18,2018-04-21 17:59:00 UTC,Pacific Time (US & Canada),6971,silversea_starsong,2018-08-01 04:46:17 UTC,2019-06-14 20:03:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15008315,https://inaturalist-open-data.s3.amazonaws.com/photos/22393118/medium.jpeg?1533097865, , , ,2,0,FALSE,0,Santa Cruz,"Santa Cruz Island Reserve, Channel Islands National Park, Channel Islands, Santa Barbara, UC Natural Reserve System, California, United States",34.00847333,-119.7714117,0,0, ,open,FALSE, , ,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,15008316,4,2018,2018/04/21 11:06 AM PDT,4/21/18,2018-04-21 18:06:00 UTC,Pacific Time (US & Canada),6971,silversea_starsong,2018-08-01 04:46:18 UTC,2019-06-14 20:02:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15008316,https://inaturalist-open-data.s3.amazonaws.com/photos/22393131/medium.jpeg?1533097884, , , ,2,0,FALSE,0,Santa Cruz,"Santa Cruz Island Reserve, Channel Islands National Park, Channel Islands, Santa Barbara, UC Natural Reserve System, California, United States",34.00835833,-119.7712883,0,0, ,open,FALSE, , ,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,70303612,4,2019,2019/04/13 12:04 PM PDT,4/13/19,2019-04-13 19:04:00 UTC,Pacific Time (US & Canada),6971,silversea_starsong,2021-02-28 06:40:26 UTC,2021-03-02 20:31:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70303612,https://inaturalist-open-data.s3.amazonaws.com/photos/114261877/medium.jpeg?1614493888, , , ,1,0,FALSE,0,Santa Cruz,"Santa Cruz Island Reserve, Channel Islands National Park, Channel Islands, Santa Barbara, UC Natural Reserve System, California, United States",34.011745,-119.7844767,0,0, ,open,FALSE, , ,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,36455099,12,2019,2019-12-07 10:38:45 AM PST,12/7/19,2019-12-07 15:38:45 UTC,Eastern Time (US & Canada),406616,mrlambert,2019-12-08 02:45:31 UTC,2019-12-12 22:23:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36455099,https://inaturalist-open-data.s3.amazonaws.com/photos/57626837/medium.jpeg?1575773137, , , ,1,0,FALSE,2,Santa Cruz,"Santa Cruz Island, California 93001, USA",33.9914093,-119.686348,0,0, ,open,FALSE,gps,gps,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,38209013,1,2020,2020-01-26 11:17:48 AM PST,1/26/20,2020-01-26 19:17:48 UTC,Pacific Time (US & Canada),34488,pileated,2020-02-02 05:38:24 UTC,2020-02-25 16:50:01 UTC,research,CC-BY,https://www.inaturalist.org/observations/38209013,https://inaturalist-open-data.s3.amazonaws.com/photos/60692492/medium.jpg?1580621907, , , ,0,0,FALSE,2,Santa Cruz,"Santa Cruz Island, California 93001, USA",34.0191815,-119.684956,76,76, ,open,FALSE,gps,gps,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,69125166,2,2021,2021-02-05 3:31:40 PM PST,2/5/21,2021-02-05 23:31:40 UTC,Pacific Time (US & Canada),5179,leptonia,2021-02-06 05:15:46 UTC,2021-02-10 20:46:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69125166,https://inaturalist-open-data.s3.amazonaws.com/photos/112097421/medium.jpeg?1612588553, , , ,1,0,FALSE,2,Santa Cruz,"Santa Cruz Island, California 93001, USA",34.01797778,-119.6910694,0,0, ,open,FALSE,gps,gps,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,69401503,2,2021,2021-02-10 1:08:54 PM PST,2/10/21,2021-02-10 21:08:54 UTC,Pacific Time (US & Canada),2177281,gheaton,2021-02-11 06:24:17 UTC,2021-02-11 16:44:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69401503,https://inaturalist-open-data.s3.amazonaws.com/photos/112595346/medium.jpeg?1613024661, , , ,2,0,FALSE,2,Santa Cruz,"Santa Cruz Island, California 93001, USA",34.01780564,-119.6829973,4,4, ,open,FALSE,gps,gps,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,69401125,2,2021,2021-02-10 11:51:50 AM PST,2/10/21,2021-02-10 19:51:50 UTC,Pacific Time (US & Canada),2177281,gheaton,2021-02-11 06:07:17 UTC,2021-02-11 16:45:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69401125,https://inaturalist-open-data.s3.amazonaws.com/photos/112594792/medium.jpeg?1613023641, , ,Dark underside (not visible in photo),2,0,FALSE,2,Santa Cruz,"Santa Cruz Island, California 93001, USA",34.01906673,-119.687839,4,4, ,open,FALSE,gps,gps,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,5383339,3,2017,Fri Mar 10 2017 17:31:21 GMT-0800 (PST),3/10/17,2017-03-11 01:31:21 UTC,Pacific Time (US & Canada),114044,feathersandflora,2017-03-17 22:30:22 UTC,2021-02-12 20:32:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5383339,https://inaturalist-open-data.s3.amazonaws.com/photos/6610438/medium.jpg?1489789835, , , ,2,0,FALSE,3,Santa Cruz,"Channel Islands National Park, Channel Islands National Pk, CA, US",33.99700333,-119.7284917,0,0, ,open,FALSE, , ,Black-bellied Slender Salamander,Batrachoseps nigriventris,Batrachoseps nigriventris,Black-bellied Slender Salamander,Amphibia,27474,Batrachoseps,nigriventris
iNaturalist,10540291,3,2018,2018-03-31 10:41:12 AM PDT,3/31/18,2018-03-31 17:41:12 UTC,Pacific Time (US & Canada),75776,upandadam,2018-04-01 03:05:42 UTC,2020-08-24 19:41:44 UTC,research, ,https://www.inaturalist.org/observations/10540291,https://static.inaturalist.org/photos/14676570/medium.jpg?1522551944, , , ,4,0,FALSE,2,Santa Cruz,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",33.93278239,-119.668087,0,28902, ,obscured,TRUE,gps,gps,Channel Islands Slender Salamander,Batrachoseps pacificus,Batrachoseps pacificus,Channel Islands Slender Salamander,Amphibia,27452,Batrachoseps,pacificus
iNaturalist,25860425,5,2019,2019-05-25 5:04:45 PM PDT,5/25/19,2019-05-26 00:04:45 UTC,Pacific Time (US & Canada),75776,upandadam,2019-05-27 05:32:37 UTC,2021-02-11 19:53:48 UTC,research, ,https://www.inaturalist.org/observations/25860425,https://static.inaturalist.org/photos/40102764/medium.jpg?1558935161, , , ,5,0,FALSE,2,Santa Rosa,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",33.86759965,-120.0783348,0,28902, ,obscured,TRUE,gps,gps,Channel Islands Slender Salamander,Batrachoseps pacificus,Batrachoseps pacificus,Channel Islands Slender Salamander,Amphibia,27452,Batrachoseps,pacificus
iNaturalist,10540158,3,2018,Sat Mar 31 2018 10:40:32 GMT-0700 (PDT),3/31/18,2018-03-31 17:40:32 UTC,Pacific Time (US & Canada),34977,steph_taylor,2018-04-01 02:58:28 UTC,2020-06-29 18:30:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/10540158,https://inaturalist-open-data.s3.amazonaws.com/photos/14676357/medium.jpg?1522551562, , , ,3,0,FALSE,3,Santa Cruz,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",33.97877527,-119.7383672,50,28902, ,obscured,TRUE, , ,Channel Islands Slender Salamander,Batrachoseps pacificus,Batrachoseps pacificus,Channel Islands Slender Salamander,Amphibia,27452,Batrachoseps,pacificus
iNaturalist,1635827,4,2010,4/13/10 18:21,4/13/10,2010-04-13 23:21:00 UTC,Central Time (US & Canada),105431,shaunmichael,2015-06-15 18:56:13 UTC,2021-07-06 22:46:27 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1635827,https://static.inaturalist.org/photos/2006558/medium.jpg?1434394638, , ,Found in the streams from the higher resevoir,3,0,FALSE,0,Santa Catalina,catalina Island,33.351278,-118.362215,88,88, , ,FALSE, , ,American Bullfrog,Lithobates catesbeianus,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,Lithobates,catesbeianus
iNaturalist,1472524,4,2012,4/29/12 13:55,4/29/12,2012-04-29 20:55:54 UTC,Pacific Time (US & Canada),95810,kiloueka,2015-05-10 07:42:59 UTC,2018-09-27 02:27:51 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1472524,https://inaturalist-open-data.s3.amazonaws.com/photos/1825541/medium.JPG?1431243783, , , ,3,0,FALSE,0,Santa Catalina,Haypress Reservoir,33.352872,-118.361079,199,199, , ,FALSE, , ,American Bullfrog,Lithobates catesbeianus,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,Lithobates,catesbeianus
iNaturalist,1472520,4,2012,4/29/12 14:01,4/29/12,2012-04-29 21:01:53 UTC,Pacific Time (US & Canada),95810,kiloueka,2015-05-10 07:42:44 UTC,2015-06-06 18:18:04 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1472520,https://inaturalist-open-data.s3.amazonaws.com/photos/1825537/medium.JPG?1431243775, , , ,2,0,FALSE,0,Santa Catalina,Haypress Reservoir,33.352872,-118.361079,199,199, , ,FALSE, , ,American Bullfrog,Lithobates catesbeianus,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,Lithobates,catesbeianus
iNaturalist,1472523,7,2012,7/9/12 14:04,7/9/12,2012-07-09 21:04:55 UTC,Pacific Time (US & Canada),95810,kiloueka,2015-05-10 07:42:52 UTC,2015-06-06 18:16:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1472523,https://inaturalist-open-data.s3.amazonaws.com/photos/1825540/medium.JPG?1431243789, , , ,2,0,FALSE,0,Santa Catalina,Haypress Reservoir,33.352872,-118.361079,199,199, , ,FALSE, , ,American Bullfrog,Lithobates catesbeianus,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,Lithobates,catesbeianus
iNaturalist,1472522,7,2012,7/9/12 14:12,7/9/12,2012-07-09 21:12:02 UTC,Pacific Time (US & Canada),95810,kiloueka,2015-05-10 07:42:52 UTC,2015-06-06 18:17:18 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1472522,https://inaturalist-open-data.s3.amazonaws.com/photos/1825539/medium.JPG?1431243774, , , ,2,0,FALSE,0,Santa Catalina,Haypress Reservoir,33.352872,-118.361079,199,199, , ,FALSE, , ,American Bullfrog,Lithobates catesbeianus,Lithobates catesbeianus,American Bullfrog,Amphibia,65979,Lithobates,catesbeianus
