source,id,month,year,observed_o,observed_1,time_obser,time_zone,user_id,user_login,created_at,updated_at,quality_gr,license,url,image_url,sound_url,tag_list,descriptio,num_identi,num_iden_1,captive_cu,oauth_appl,island,place_gues,latitude,longitude,positional,public_pos,geoprivacy,taxon_geop,coordinate,positionin,position_1,species_gu,acceptedFamily,acceptedGenus,acceptedName,scientific,common_nam,iconic_tax,taxon_id
iNaturalist,22213228,4,2019,2019-04-07 1:51:26 PM PDT,4/7/19,2019-04-07 20:51:26 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-08 22:30:39 UTC,2019-12-16 02:11:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22213228,https://static.inaturalist.org/photos/34395266/medium.jpeg?1554762642, , ,"21.5°C air temp, 100°F ground temp.  Crossing road during sol-lunar peak activity period",4,0,FALSE,2,Santa Catalina,"Middle Ranch Rd, Avalon, CA 90704, USA",33.36077499,-118.4575195,0,0, , ,FALSE,gps,gps,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,22266051,4,2019,2019/04/03 1:45 PM PDT,4/3/19,2019-04-03 20:45:00 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-10 02:06:24 UTC,2019-04-10 15:52:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22266051,https://static.inaturalist.org/photos/34478622/medium.jpeg?1554860087, , ,"20*C air temp, 20.2*C ground temp",3,0,FALSE,0,Santa Catalina,"Los Angeles, California, United States",33.328595,-118.3415333,0,0, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,22349354,4,2019,Thu Apr 04 2019 17:37:09 GMT-0700 (PDT),4/4/19,2019-04-05 00:37:09 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-11 23:49:18 UTC,2019-04-12 01:26:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22349354,https://static.inaturalist.org/photos/34614560/medium.jpg?1555026572, , , ,2,0,FALSE,3,Santa Catalina,"Santa Catalina Island, , CA, US",33.40061667,-118.4059,0,0, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,22489204,4,2019,Sun Apr 14 2019 11:37:46 GMT-0700 (PDT),4/14/19,2019-04-14 18:37:46 UTC,Pacific Time (US & Canada),1512775,parisrebl,2019-04-14 23:01:28 UTC,2019-04-15 00:15:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22489204,https://inaturalist-open-data.s3.amazonaws.com/photos/34838673/medium.jpg?1555282913, , , ,3,0,FALSE,3,Santa Catalina,"Los Angeles County, US-CA, US",33.46206419,-118.5625656,5,5, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,22674607,4,2018,Tue Apr 10 2018 17:01:55 GMT-0700 (PDT),4/10/18,2018-04-11 00:01:55 UTC,Pacific Time (US & Canada),1372719,andrew517,2019-04-18 20:40:38 UTC,2019-04-22 07:03:28 UTC,research, ,https://www.inaturalist.org/observations/22674607,https://static.inaturalist.org/photos/35133230/medium.jpg?1555620045, , , ,2,0,FALSE,3,Santa Catalina,"Santa Catalina Island, , CA, US",33.36279167,-118.359825,6,6, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,22959083,4,2019,2019/04/04 5:12 PM PDT,4/4/19,2019-04-05 00:12:00 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-23 20:01:56 UTC,2019-04-23 22:06:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22959083,https://static.inaturalist.org/photos/35586537/medium.jpeg?1556048732, , , ,2,0,FALSE,0,Santa Catalina,"Los Angeles, California, United States",33.40064333,-118.4061267,0,0, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,25776901,5,2019,Sat May 25 2019 14:24:41 GMT-0700 (PDT),5/25/19,2019-05-25 21:24:41 UTC,Pacific Time (US & Canada),592810,jaredburton,2019-05-26 01:03:02 UTC,2019-05-29 03:29:21 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25776901,https://inaturalist-open-data.s3.amazonaws.com/photos/39959714/medium.jpg?1558832584, , , ,4,0,FALSE,3,Santa Catalina,"1400 Avalon Cayon Rd, Avalon, CA, US",33.32503,-118.340775,5,5, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,26474055,6,2019,2019-06-04 10:31:26 AM PDT,6/4/19,2019-06-04 17:31:26 UTC,Pacific Time (US & Canada),305051,kylegunther,2019-06-06 02:19:44 UTC,2020-02-22 22:54:39 UTC,research, ,https://www.inaturalist.org/observations/26474055,https://static.inaturalist.org/photos/41112806/medium.jpeg?1559787592, , , ,2,0,FALSE,2,Santa Catalina,"Santa Catalina Island, California 90704, USA",33.36750031,-118.4727783,0,0, , ,FALSE,gps,gps,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,26608280,6,2019,2019-06-04 10:14:59 AM PDT,6/4/19,2019-06-04 17:14:59 UTC,Pacific Time (US & Canada),392423,bjdion,2019-06-08 14:54:39 UTC,2019-06-08 22:36:39 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/26608280,https://inaturalist-open-data.s3.amazonaws.com/photos/41327724/medium.jpeg?1560005686, , , ,1,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.46959466,-118.552699,28,28, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,28537302,7,2019,2019-07-08 10:32:21 AM PDT,7/8/19,2019-07-08 17:32:21 UTC,Pacific Time (US & Canada),392423,bjdion,2019-07-10 03:24:50 UTC,2019-07-10 15:51:26 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/28537302,https://inaturalist-open-data.s3.amazonaws.com/photos/44492579/medium.jpeg?1562729111, , , ,3,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.39750271,-118.4321699,9,9, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,30149232,8,2019,Sat Aug 03 2019 10:36:23 GMT-0700 (PDT),8/3/19,2019-08-03 17:36:23 UTC,Pacific Time (US & Canada),150454,david99,2019-08-04 03:04:40 UTC,2019-08-13 23:22:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30149232,https://inaturalist-open-data.s3.amazonaws.com/photos/48108894/medium.jpg?1565738523, , , ,2,0,FALSE,3,Santa Catalina,"Cape Canyon Rd, , CA, US",33.35563667,-118.4324717,6,6, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,35391139,11,2019,2019-11-06 9:57:37 AM PST,11/6/19,2019-11-06 17:57:37 UTC,Pacific Time (US & Canada),392423,bjdion,2019-11-07 00:28:27 UTC,2019-11-07 02:04:48 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/35391139,https://inaturalist-open-data.s3.amazonaws.com/photos/55802274/medium.jpeg?1573086517, , ,"Sneaky snek, almost stepped on em",4,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.30851327,-118.3359424,9,9, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,43512637,3,2020,Tue Mar 24 2020 14:15:20 GMT-0700 (PDT),3/24/20,2020-03-24 21:15:20 UTC,Pacific Time (US & Canada),81668,monicatydlaska,2020-04-26 01:36:18 UTC,2021-04-15 03:20:52 UTC,research, ,https://www.inaturalist.org/observations/43512637,https://static.inaturalist.org/photos/69035769/medium.jpg?1587864994, , , ,4,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.38136667,-118.4731917,5,5, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,45636490,5,2020,Mon May 11 2020 14:42:50 GMT-0700 (PDT),5/11/20,2020-05-11 21:42:50 UTC,Pacific Time (US & Canada),81668,monicatydlaska,2020-05-11 23:22:31 UTC,2021-03-04 03:15:50 UTC,research, ,https://www.inaturalist.org/observations/45636490,https://static.inaturalist.org/photos/72372967/medium.jpg?1589239390, , , ,4,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.34961155,-118.4004747,150,150, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,62741198,10,2020,2020/10/12 5:33 PM PDT,10/12/20,2020-10-13 00:33:00 UTC,Pacific Time (US & Canada),752569,pmmcafee,2020-10-16 22:12:06 UTC,2020-10-19 02:54:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62741198,https://inaturalist-open-data.s3.amazonaws.com/photos/100574842/medium.jpeg?1602885664, , , ,5,0,FALSE,0,Santa Catalina,"Los Angeles County, CA, USA",33.38448736,-118.4732225,4,4, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,63222349,10,2020,Thu Oct 15 2020 14:36:19 GMT-0700 (PDT),10/15/20,2020-10-15 21:36:19 UTC,Pacific Time (US & Canada),303055,herpin_around,2020-10-22 05:18:55 UTC,2020-10-22 22:17:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63222349,https://inaturalist-open-data.s3.amazonaws.com/photos/101510535/medium.jpg?1603398295, , , ,5,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.457625,-118.517045,36,36, , ,FALSE, , ,Cascabel del Pacífico,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,64051139,10,2020,Sat Oct 31 2020 16:07:59 GMT-0700 (PDT),10/31/20,2020-10-31 23:07:59 UTC,Pacific Time (US & Canada),1346674,franke1981,2020-11-02 18:24:31 UTC,2020-11-02 22:13:53 UTC,research, ,https://www.inaturalist.org/observations/64051139,https://static.inaturalist.org/photos/102907579/medium.jpg?1604341476, , ,Neonate,3,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.41152,-118.477845,5,5, , ,FALSE, , ,Cascabel del Pacífico,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,72893392,4,2021,Sat Apr 03 2021 12:00:00 GMT-0700 (PDT),4/3/21,2021-04-03 19:00:00 UTC,Pacific Time (US & Canada),3007444,rovingdiver,2021-04-04 14:45:24 UTC,2021-04-04 23:58:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72893392,https://inaturalist-open-data.s3.amazonaws.com/photos/118931325/medium.jpg?1617547532, , , ,5,0,FALSE,3,Santa Catalina,"Banning House Lodge, CA, US",33.43858487,-118.4980526,27,27, , ,FALSE, , ,Cascabel del Pacífico,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,74940651,4,2021,2021-04-22 11:26:31 AM PDT,4/22/21,2021-04-22 18:26:31 UTC,Pacific Time (US & Canada),305051,kylegunther,2021-04-23 16:20:47 UTC,2021-04-24 12:45:21 UTC,research, ,https://www.inaturalist.org/observations/74940651,https://static.inaturalist.org/photos/122544650/medium.jpeg?1619194852, , ,"Small, didn't rattle although I came within a meter before seeing it coiled up.",4,0,FALSE,2,Santa Catalina,"Los Angeles County, US-CA, US",33.28805661,-118.5502736,5,28984,obscured, ,TRUE,gps,gps,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,77305742,5,2021,Sat May 01 2021 17:35:58 GMT-0700 (PDT),5/1/21,2021-05-02 00:35:58 UTC,Pacific Time (US & Canada),457529,nickcarmona24,2021-05-04 17:21:48 UTC,2021-05-07 20:38:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77305742,https://inaturalist-open-data.s3.amazonaws.com/photos/126419661/medium.jpg?1620148914, , , ,6,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.42646333,-118.425155,48,48, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,80559486,8,2019,Sat Aug 03 2019 10:27:04 GMT-0700 (PDT),8/3/19,2019-08-03 17:27:04 UTC,Pacific Time (US & Canada),1914099,christopherallen,2021-05-28 03:26:50 UTC,2021-06-24 08:20:40 UTC,research, ,https://www.inaturalist.org/observations/80559486,https://static.inaturalist.org/photos/132051332/medium.jpg?1622172415, , , ,5,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.35564167,-118.4324417,5,5, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,81464095,5,2021,Wed May 26 2021 01:18:27 GMT-0400 (EDT),5/26/21,2021-05-26 05:18:27 UTC,Eastern Time (US & Canada),2422034,hhobbs653,2021-06-03 18:39:09 UTC,2021-07-05 16:18:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81464095,https://inaturalist-open-data.s3.amazonaws.com/photos/133623173/medium.jpg?1622745555, , , ,4,0,FALSE,3,Santa Catalina,"Santa Catalina Island, CA, US",33.39146508,-118.4544258,513,513, , ,FALSE, , ,Southern Pacific Rattlesnake,Viperidae,Crotalus,Crotalus oreganus helleri,Crotalus oreganus helleri,Southern Pacific Rattlesnake,Reptilia,30713
iNaturalist,10246978,3,2018,Tue Mar 13 2018 18:02:20 GMT-0700 (PDT),3/13/18,2018-03-14 01:02:20 UTC,Pacific Time (US & Canada),280979,emshaph,2018-03-15 17:59:25 UTC,2018-04-30 20:16:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/10246978,https://inaturalist-open-data.s3.amazonaws.com/photos/14174046/medium.jpg?1521139611, , , ,2,0,FALSE,3,Santa Catalina,"W End Rd, , CA, US",33.46714674,-118.5340057,22,22, , ,FALSE, , ,Ringneck Snake,Colubridae,Diadophis,Diadophis punctatus,Diadophis punctatus,ring-necked snake,Reptilia,26575
iNaturalist,11901215,4,2018,2018-04-30 11:00:28 AM PDT,4/30/18,2018-04-30 18:00:28 UTC,Pacific Time (US & Canada),835319,webe6794,2018-04-30 18:13:09 UTC,2018-05-05 02:04:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11901215,https://inaturalist-open-data.s3.amazonaws.com/photos/17037444/medium.jpeg?1525111992, , ,"It appeared to be a young ringneck snake since it was about 10 inches long, and they can grow to 30 inches.",4,0,FALSE,2,Santa Catalina,"1 St Catherine Way, Avalon, CA 90704, USA",33.35099411,-118.3294983,0,0, , ,FALSE,gps,gps,Ringneck Snake,Colubridae,Diadophis,Diadophis punctatus,Diadophis punctatus,ring-necked snake,Reptilia,26575
iNaturalist,22184966,4,2019,Fri Apr 05 2019 14:02:23 GMT-0700 (PDT),4/5/19,2019-04-05 21:02:23 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-08 06:41:18 UTC,2019-04-08 15:34:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22184966,https://static.inaturalist.org/photos/34349139/medium.jpg?1554705681, , , ,3,0,FALSE,3,Santa Catalina,"Santa Catalina Island, , CA, US",33.37656667,-118.3959883,5,5, ,open,FALSE, , ,Ringneck Snake,Colubridae,Diadophis,Diadophis punctatus,Diadophis punctatus,ring-necked snake,Reptilia,26575
iNaturalist,22212342,4,2019,2019-04-07 3:59:34 PM PDT,4/7/19,2019-04-07 22:59:34 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-08 22:10:29 UTC,2019-04-09 02:23:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22212342,https://static.inaturalist.org/photos/34393640/medium.jpeg?1554761432, , ,130mm SVL,2,0,FALSE,2,Santa Catalina,"Middle Ranch Rd, Avalon, CA 90704, USA",33.35479736,-118.3911591,0,0, ,open,FALSE,gps,gps,Ringneck Snake,Colubridae,Diadophis,Diadophis punctatus,Diadophis punctatus,ring-necked snake,Reptilia,26575
iNaturalist,22213472,4,2019,2019-04-07 12:12:05 PM PDT,4/7/19,2019-04-07 19:12:05 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-08 22:36:41 UTC,2019-04-09 04:28:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22213472,https://static.inaturalist.org/photos/34395725/medium.jpeg?1554763004, , ,"10.25g, 234mm SVL",3,0,FALSE,2,Santa Catalina,"Skull Ridge Rd, Avalon, CA 90704, USA",33.35258102,-118.4232559,0,0, ,open,FALSE,gps,gps,Ringneck Snake,Colubridae,Diadophis,Diadophis punctatus,Diadophis punctatus,ring-necked snake,Reptilia,26575
iNaturalist,22961349,4,2019,2019/04/05 1:50 PM PDT,4/5/19,2019-04-05 20:50:00 UTC,Pacific Time (US & Canada),86100,naturenate,2019-04-23 20:44:56 UTC,2019-05-02 01:57:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22961349,https://static.inaturalist.org/photos/35590811/medium.jpeg?1556051754, , , ,3,0,FALSE,0,Santa Catalina,"Los Angeles, California, United States",33.376595,-118.39594,0,0, ,open,FALSE, , ,Ringneck Snake,Colubridae,Diadophis,Diadophis punctatus,Diadophis punctatus,ring-necked snake,Reptilia,26575
iNaturalist,25235515,5,2019,Thu May 16 2019 12:38:54 GMT-0700 (PDT),5/16/19,2019-05-16 19:38:54 UTC,Pacific Time (US & Canada),784373,cyberkittyn,2019-05-16 22:00:08 UTC,2019-05-17 01:48:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25235515,https://inaturalist-open-data.s3.amazonaws.com/photos/39066074/medium.jpg?1558044022, , , ,2,0,FALSE,3,Santa Catalina,"150–160 Saint Catherine Way, Avalon, CA, US",33.350575,-118.32853,12,12, ,open,FALSE, , ,Ringneck Snake,Colubridae,Diadophis,Diadophis punctatus,Diadophis punctatus,ring-necked snake,Reptilia,26575
iNaturalist,25517334,5,2019,Tue May 21 2019 11:44:53 GMT-0700 (PDT),5/21/19,2019-05-21 18:44:53 UTC,Pacific Time (US & Canada),1372719,andrew517,2019-05-21 19:12:52 UTC,2020-04-11 16:08:06 UTC,research, ,https://www.inaturalist.org/observations/25517334,https://static.inaturalist.org/photos/39532263/medium.jpg?1558466032, , , ,2,0,FALSE,3,Santa Catalina,"Santa Catalina Island, , CA, US",33.3656,-118.349395,64,64, ,open,FALSE, , ,Ringneck Snake,Colubridae,Diadophis,Diadophis punctatus,Diadophis punctatus,ring-necked snake,Reptilia,26575
