"","source","month","year","island","class","order","acceptedFamily","acceptedGenus","acceptedName","scientificName","latitude","longitude","phylum"
"101","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.3847387,-118.4752862,"Arthropoda"
"102","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.3847387,-118.4752862,"Arthropoda"
"103","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.3847387,-118.4752862,"Arthropoda"
"104","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.3847387,-118.4752862,"Arthropoda"
"105","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.3847387,-118.4752862,"Arthropoda"
"106","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.3847387,-118.4752862,"Arthropoda"
"107","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.3847387,-118.4752862,"Arthropoda"
"108","iNaturalist",7,2015,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.3847387,-118.4752862,"Arthropoda"
"109","iNaturalist",10,2017,"Santa Barbara","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.47468667,-119.0326612,"Arthropoda"
"110","iNaturalist",7,2015,"Santa Cruz","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",34.004025,-119.746338,"Arthropoda"
"111","iNaturalist",10,2020,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.35156395,-118.3302188,"Arthropoda"
"112","iNaturalist",3,2019,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.45951673,-118.5265649,"Arthropoda"
"113","iNaturalist",11,2013,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.386534,-118.473733,"Arthropoda"
"114","iNaturalist",4,2017,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.87806383,-118.4418869,"Arthropoda"
"115","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82492833,-118.3657233,"Arthropoda"
"116","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82609,-118.3592667,"Arthropoda"
"117","iNaturalist",4,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.91000322,-118.531413,"Arthropoda"
"118","iNaturalist",5,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.86861389,-118.4890222,"Arthropoda"
"119","iNaturalist",4,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.892396,-118.522447,"Arthropoda"
"120","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82661819,-118.3658981,"Arthropoda"
"121","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82475662,-118.3661728,"Arthropoda"
"122","iNaturalist",5,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82629013,-118.3616257,"Arthropoda"
"123","iNaturalist",5,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82648468,-118.3618698,"Arthropoda"
"124","iNaturalist",5,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.98439407,-118.5717239,"Arthropoda"
"125","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82579803,-118.3610229,"Arthropoda"
"126","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82579041,-118.3610992,"Arthropoda"
"127","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82605362,-118.3614502,"Arthropoda"
"128","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.8262558,-118.361351,"Arthropoda"
"129","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82637405,-118.361412,"Arthropoda"
"130","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.98359299,-118.5716324,"Arthropoda"
"131","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.86814499,-118.4891663,"Arthropoda"
"132","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.86841202,-118.4890213,"Arthropoda"
"133","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.86987305,-118.4872894,"Arthropoda"
"134","iNaturalist",8,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.9221552,-118.4991051,"Arthropoda"
"135","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82566389,-118.3655167,"Arthropoda"
"136","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.86864722,-118.4892111,"Arthropoda"
"137","iNaturalist",8,2017,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.38841667,-118.4592667,"Arthropoda"
"138","iNaturalist",3,2018,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.4445858,-118.4824262,"Arthropoda"
"139","iNaturalist",7,2012,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.4412892,-118.4991025,"Arthropoda"
"140","iNaturalist",10,2019,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.43834246,-118.497776,"Arthropoda"
"141","iNaturalist",5,2021,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.43509985,-118.5010679,"Arthropoda"
"142","iNaturalist",7,2016,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.9092962,-118.5294216,"Arthropoda"
"143","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.99230236,-118.5665422,"Arthropoda"
"144","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82545853,-118.3597946,"Arthropoda"
"145","iNaturalist",4,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.83838614,-118.4593159,"Arthropoda"
"146","iNaturalist",4,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.9959946,-118.5523471,"Arthropoda"
"147","iNaturalist",4,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.869879,-118.4950332,"Arthropoda"
"148","iNaturalist",5,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82476807,-118.3580627,"Arthropoda"
"149","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.86901883,-118.4882156,"Arthropoda"
"150","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82627487,-118.361618,"Arthropoda"
"151","iNaturalist",8,2015,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.39553333,-118.4492867,"Arthropoda"
"152","iNaturalist",6,2017,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.37668267,-118.4785349,"Arthropoda"
"153","iNaturalist",6,2017,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.44665465,-118.4795496,"Arthropoda"
"154","iNaturalist",9,2017,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.38017953,-118.4492558,"Arthropoda"
"155","iNaturalist",8,2018,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.36482174,-118.4674458,"Arthropoda"
"156","iNaturalist",9,2018,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.39113043,-118.4345271,"Arthropoda"
"157","iNaturalist",5,2019,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.37110084,-118.4804136,"Arthropoda"
"158","iNaturalist",7,2019,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.38270009,-118.470955,"Arthropoda"
"159","iNaturalist",9,2019,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.44684483,-118.4786734,"Arthropoda"
"160","iNaturalist",9,2019,"Santa Catalina","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",33.44699378,-118.4770026,"Arthropoda"
"161","iNaturalist",NA,NA,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.98247333,-118.56772,"Arthropoda"
"162","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82513667,-118.3656733,"Arthropoda"
"163","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82569833,-118.35957,"Arthropoda"
"164","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.82565333,-118.3595267,"Arthropoda"
"165","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.86983167,-118.4950617,"Arthropoda"
"166","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.86821667,-118.490405,"Arthropoda"
"167","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.86803667,-118.4900283,"Arthropoda"
"168","iNaturalist",3,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.86820667,-118.4897933,"Arthropoda"
"169","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.98263056,-118.5705417,"Arthropoda"
"170","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.98271944,-118.5706472,"Arthropoda"
"171","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.86873333,-118.4885639,"Arthropoda"
"172","iNaturalist",6,2019,"San Clemente","Arachnida","Araneae","Araneidae","Argiope","Argiope argentata","Argiope argentata",32.87048611,-118.4954833,"Arthropoda"
