scientificName,acceptedName
Elatine,
Parietaria judaica,Parietaria judaica
Jepsonia,
Castilleja densiflora subsp. gracilis,Castilleja densiflora subsp. gracilis
Solanum nodiflorum,Solanum americanum
Trifolium amplectens,Trifolium depauperatum var. amplectens
Trifolium albopurpureum var. dichotomum,Trifolium dichotomum
Calendula arvensis,Calendula arvensis
Eleocharis erythropoda,Eleocharis erythropoda
Achillea,
Ceramium,
Amphiroa zonata,Amphiroa zonata
Tenarea dispar,Tenarea dispar
Derbesia marina,Derbesia marina
Dudleya traskiae,Dudleya traskiae
Eriogonum giganteum var. compactum,Eriogonum giganteum var. compactum
Malacothrix foliosa subsp. philbrickii,Malacothrix foliosa subsp. philbrickii
Parietaria floridana,Parietaria floridana
Platystemon californicus var. ciliatus,Platystemon californicus 
Festuca octoflora var. hirtella,Festuca octoflora
Cannabis sativa,Cannabis sativa
Festuca myuros var. hirsuta,Festuca myuros
Eriogonum giganteum subsp. compactum,Eriogonum giganteum var. compactum
Poa infirma,Poa infirma
Hedypnois cretica,Hedypnois rhagadioloides
Bromus tectorum,Bromus tectorum
Rhus ovata,Rhus ovata
Juncus acutus,Juncus acutus
Ceanothus arboreus,Ceanothus arboreus
Pholistoma racemosa,Pholistoma racemosum 
Lupinus excubitus var. hallii,Lupinus excubitus var. hallii
Comarostaphylis diversifolia var. planifolia,Comarostaphylis diversifolia subsp. planifolia
Nemacaulis denudata var. denudata,Nemacaulis denudata var. denudata
Solanum wallacei,Solanum wallacei
Eriodictyon traskiae,Eriodictyon traskiae
Carex triquetra,Carex triquetra
Calochortus catalinae,Calochortus catalinae
Lupinus longifolius,Lupinus longifolius
Potamogeton crispus,Potamogeton crispus
Salix laevigata,Salix laevigata
Lepechinia fragrans,Lepechinia fragrans
Pluchea sericea,Pluchea sericea
Equisetum funstonii,Equisetum laevigatum
Astragalus gambelianus,Astragalus gambelianus
Lupinus polycarpus,Lupinus bicolor
Equisetum arvense,Equisetum arvense
Eremocarpus,
Arctostaphylos catalinae,Arctostaphylos catalinae
Equisetum telmateia,Equisetum telmateia
Machaerocereus gummosus,Stenocereus gummosus
Satureja douglasii,Clinopodium douglasii
Salix exigua var. hindsiana,Salix exigua var. hindsiana
Xylococcus bicolor,Xylococcus bicolor
Nicotiana acuminata,Nicotiana acuminata
Comarostaphylis diversifolia subsp. diversifolia,Comarostaphylis diversifolia subsp. diversifolia
Orobanche bulbosa,Aphyllon tuberosum
Arctostaphylos pechoensis var. viridissima,Arctostaphylos viridissima
Pluchea odorata,Pluchea odorata
Ribes viburnifolium,Ribes viburnifolium
Lycium hassei,Lycium brevipes var. hassei
Linanthus dianthiflorus,Linanthus dianthiflorus
Solanum elaeagnifolium,Solanum elaeagnifolium
Potamogeton pectinatus,Stuckenia pectinata
Juncus oxymeris,Juncus oxymeris
Astragalus trichopodus var. trichopodus,Astragalus trichopodus var. trichopodus
Juncus xiphioides,Juncus xiphioides
Symphoricarpos albus var. laevigatus,Symphoricarpos albus var. laevigatus
Ceanothus megacarpus subsp. insularis,Ceanothus megacarpus var. insularis
Solidago velutina,Solidago velutina
Arctostaphylos bicolor,Xylococcus bicolor
Centranthus ruber,Centranthus ruber
Plagiobothrys acanthocarpus,Plagiobothrys acanthocarpus
Solidago californica,Solidago velutina subsp. californica
Juncus lesueurii,Juncus lesueurii
Harpagonella palmeri,Harpagonella palmeri
Equisetum telmateia var. braunii,Equisetum telmateia subsp. braunii
Diplacus puniceus,Diplacus puniceus
Elymus glaucus subsp. glaucus,Elymus glaucus subsp. glaucus
Quercus dumosa,Quercus dumosa
Brodiaea minor,Brodiaea minor
Vitis girdiana,Vitis girdiana
Euphorbia canariensis,Euphorbia canariensis
Euphorbia caput-medusae,Euphorbia caput-medusae
Euphorbia grandicornis,Euphorbia grandicornis
Euphorbia mammillaris,Euphorbia mammillaris
Euphorbia regis-jubae,Euphorbia regis-jubae
Euphorbia trigona,Euphorbia trigona
Colletia spinosissima,Colletia spinosissima
Funastrum hartwegii,Funastrum hartwegii
Bromus laevipes,Bromus laevipes
Elymus trachycaulus,Elymus trachycaulus
Lolium temulentum,Festuca temulenta
Sitanion,
Poa scabrella,Poa secunda subsp. secunda
Butia capitata,Butia capitata
Chamaerops humilis,Chamaerops humilis
Ferocactus robustus,Ferocactus robustus
Myrtillocactus geometrizans,Myrtillocactus geometrizans
Opuntia elata,Opuntia elata
Opuntia littoralis var. littoralis,Opuntia littoralis
Opuntia streptacantha,Opuntia streptacantha
Trichocereus candicans,Echinopsis candicans
Trichocereus schickendantzii,Echinopsis schickendantzii
Zauschneria cana,Epilobium canum subsp. canum
Hedera helix,Hedera helix
Salvia apiana,Salvia apiana
Jacaranda mimosifolia,Jacaranda mimosifolia
Umbellularia californica,Umbellularia californica
Lonicera hispidula var. vacillans,Lonicera hispidula
Haplopappus venetus,Isocoma veneta
Aloe arborescens,Aloe arborescens
Aloe ciliaris,Aloiampelos ciliaris
Beaucarnea recurvata,Beaucarnea recurvata
Dracaena draco,Dracaena draco
Hesperaloe parviflora,Hesperaloe parviflora
Phormium tenax,Phormium tenax
Yucca gloriosa,Yucca gloriosa
Yucca guatemalensis,Yucca gigantea
Clivia miniata,Clivia miniata
Aeonium haworthii,Aeonium haworthii
Crassula argentea,Crassula ovata 
Crassula falcata,Crassula perfoliata var. minor
Crassula tetragona,Crassula tetragona
Dudleya hassei,Dudleya virens subsp. hassei
Kalanchoe laciniata,Kalanchoe laciniata
Strelitzia nicolai,Strelitzia nicolai
Sollya fusiformis,Sollya fusiformis
Rosa californica,Rosa californica
Cedrus deodara,Cedrus deodara
Pinus muricata,Pinus muricata
Pinus remorata,Pinus muricata
Acacia decurrens,Acacia decurrens
Acacia podalyriifolia,Acacia podalyriifolia
Ceratonia siliqua,Ceratonia siliqua
Portulacaria afra,Portulacaria afra
Catapodium rigidum,Desmazeria rigida
Medicago minima,Medicago minima
Bloomeria crocea,Bloomeria crocea
Populus balsamifera,Populus balsamifera
Quercus pacifica,Quercus pacifica
Pectocarya palmeri,Pectocarya
Oxalis debilis,Oxalis debilis
Trichostema lanceolatum,Trichostema lanceolatum
Agave americana,Agave americana
Bothriochloa barbinodis,Bothriochloa barbinodis
Dendromecon harfordii,Dendromecon harfordii
Romneya coulteri,Romneya coulteri
Acourtia microcephala,Acourtia microcephala
Ribes nevadense,Ribes nevadense
Rubus pensilvanicus,Rubus pensilvanicus
Beta macrocarpa,Beta vulgaris subsp. vulgaris
Ficus,
Lupinus excubitus,Lupinus excubitus
Lupinus affinis,Lupinus affinis
Lupinus benthamii,Lupinus benthamii
Lathyrus tingitanus,Lathyrus tingitanus
Asparagus asparagoides,Asparagus asparagoides
Lupinus elatus,Lupinus elatus
Platythamnion pectinatum,Platythamnion pectinatum
Codium cuneatum,Codium cuneatum
Gloiopeltis furcata,Gloiopeltis furcata
Plocamium pacificum,Plocamium pacificum
Cercocarpus montanus,Cercocarpus montanus
Narcissus papyraceus,Narcissus papyraceus
Malacothamnus fasciculatus,Malacothamnus fasciculatus
Genista linifolia,Genista linifolia
Ericameria palmeri,Ericameria palmeri
Calochortus splendens,Calochortus splendens
Papaver californicum,Papaver californicum
Pinus torreyana,Pinus torreyana
Frullania catalinae,Frullania catalinae
Asterella palmeri,Asterella palmeri
Quercus agrifolia,Quercus agrifolia
Echium candicans,Echium candicans
Hazardia squarrosa,Hazardia squarrosa
Castilleja foliolosa,Castilleja foliolosa
Clarkia purpurea,Clarkia purpurea
Platanus racemosa,Platanus racemosa
Euphorbia peplus,Euphorbia peplus
Ehrharta erecta,Ehrharta erecta
Equisetum laevigatum,Equisetum laevigatum
Ulva lactuca,Ulva lactuca
Aloina bifrons,Aloina bifrons
Symphoricarpos mollis,Symphoricarpos mollis
Salicornia depressa,Salicornia depressa
Pinus halepensis,Pinus halepensis
Geranium molle,Geranium molle
Galium nuttallii,Galium nuttallii
Mesembryanthemum cordifolium,Aptenia cordifolia
Cladophora albida,Cladophora albida
Gloiopeltis,
Herposiphonia rigida,Herposiphonia rigida
Grateloupia filicina,Grateloupia filicina
Carpopeltis bushiae,Carpopeltis bushiae
Vinca major,Vinca major
Lepidium strictum,Lepidium strictum
Diplacus australis,Diplacus X australis
Genista canariensis,Genista canariensis
Curcuma longa,Curcuma longa
Bossiella chiloensis,Bossiella chiloensis
Codium simulans,Codium simulans
Paeonia californica,Paeonia californica
Pectocarya linearis,Pectocarya linearis
Beta maritima,Beta vulgaris subsp. maritima
Daucus carota,Daucus carota
Phoenix canariensis,Phoenix canariensis
Calystegia occidentalis,Calystegia occidentalis
Quercus berberidifolia,Quercus berberidifolia
Allowissadula holosericea,Allowissadula holosericea
Lathyrus latifolius,Lathyrus latifolius
Lupinus nanus,Lupinus nanus
Phacelia campanularia,Phacelia campanularia
Solanum wrightii,Solanum wrightii
Chaetomorpha spiralis,Chaetomorpha spiralis
Solanum angustifolium,Solanum angustifolium
Hesperolinon micranthum,Hesperolinon micranthum
Pyramimonas,
Cleome,
Quercus,
Melica,
Ceanothus,
Trifolium hirtum,Trifolium hirtum
Clematis ligusticifolia,Clematis ligusticifolia
Navarretia atractyloides,Navarretia atractyloides
Anthemis cotula,Anthemis cotula
Genista monspessulana,Genista monspessulana
Plantago patagonica,Plantago patagonica
Salvia officinalis,Salvia officinalis
Populus fremontii,Populus fremontii
Phaeoceros,
Cotoneaster pannosus,Cotoneaster pannosus
Astragalus nuttallianus,Astragalus nuttallianus
Hibiscus rosa-sinensis,Hibiscus rosa-sinensis
Digitalis purpurea,Digitalis purpurea
Erigeron foliosus,Erigeron foliosus
Helenium puberulum,Helenium puberulum
Nerium oleander,Nerium oleander
Anthoceros pearsonii,Anthoceros pearsonii
Lagunaria patersonii,Lagunaria patersonii
Asclepias curassavica,Asclepias curassavica
Helianthemum,
Platanthera elongata,Piperia elongata
Rhus,
Liagora viscida,Liagora viscida
Codium tomentosum,Codium tomentosum
Pterosiphonia pennata,Pterosiphonia pennata
Hypnea musciformis,Hypnea musciformis
Acmispon americanus,Acmispon americanus
Allophyllum glutinosum,Allophyllum glutinosum
Abutilon theophrasti,Abutilon theophrasti
Salvia clevelandii,Salvia clevelandii
Anthemis arvensis,Anthemis arvensis
Acacia,
Sorghum halepense,Sorghum halepense
Agrostis exarata,Agrostis exarata
Sanicula crassicaulis,Sanicula crassicaulis
Pentachaeta lyonii,Pentachaeta lyonii
Asclepias erosa,Asclepias erosa
Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus
Lyonothamnus floribundus subsp. floribundus,Lyonothamnus floribundus subsp. floribundus
Quercus douglasii,Quercus douglasii
Cupressus macrocarpa,Hesperocyparis macrocarpa
Sisymbrium officinale,Sisymbrium officinale
Juncus acutus subsp. leopoldii,Juncus acutus subsp. leopoldii
Quercus x macdonaldii,Quercus x macdonaldii
Cercocarpus betuloides,Cercocarpus betuloides
Plagiobothrys canescens var. catalinensis,Plagiobothrys canescens var. catalinensis
Pennisetum setaceum,Cenchrus setaceus
Populus trichocarpa,Populus trichocarpa
Ranunculus hebecarpus,Ranunculus hebecarpus
Vicia exigua var. hassei,Vicia hassei
Verbena tenuisecta,Verbena pulchella
Oxalis albicans subsp. californica,Oxalis californica
Rhus laurina,Malosma laurina
Linanthus dianthiflorus subsp. dianthiflorus,Linanthus dianthiflorus
Galium nuttallii subsp. insulare,Galium nuttallii subsp. insulare
Acmispon grandiflorus,Acmispon grandiflorus
Lotus salsuginosus var. salsuginosus,Acmispon maritimus var. maritimus
Crypsis vaginiflora,Crypsis vaginiflora
Phalaris canariensis,Phalaris canariensis
Distichlis littoralis,Distichlis littoralis
Madia gracilis,Madia gracilis
Cytisus linifolius,Genista linifolia
Portulaca oleracea,Portulaca oleracea
Alchemilla occidentalis,Aphanes occidentalis
Trifolium ciliolatum,Trifolium ciliolatum
Bloomeria crocea var. crocea,Bloomeria crocea var. crocea
Verbena lasiostachys var. scabrida,Verbena lasiostachys var. scabrida
Pittosporum undulatum,Pittosporum undulatum
Cytisus monspessulanus,Genista monspessulana
Crassula aquatica,Crassula aquatica
Brassica kaber,Sinapis arvensis
Desmazeria rigida,Desmazeria rigida
Juncus textilis,Juncus textilis
Rosaceae,
Rhamnus ilicifolia,Rhamnus ilicifolia
Dendromecon rigida subsp. rhamnoides,Dendromecon harfordii
Centaurea cineraria,Centaurea cineraria
Clematis,
Nemophila menziesii,Nemophila menziesii
Pinus radiata,Pinus radiata
Lonicera subspicata,Lonicera subspicata
Cyperus odoratus,Cyperus odoratus
Agrostis viridis,Polypogon viridis 
Adenostoma fasciculatum var. prostratum,Adenostoma fasciculatum var. prostratum
Stephanomeria parryi,Stephanomeria parryi
Camissonia intermedia,Camissoniopsis intermedia
Salix bonplandiana,Salix bonplandiana
Clarkia purpurea subsp. quadrivulnera,Clarkia purpurea subsp. quadrivulnera
Helianthemum scoparium var. vulgare,Helianthemum scoparium
Cuscuta californica var. breviflora,Cuscuta occidentalis
Quercus engelmannii,Quercus engelmannii
Ipomoea cairica,Ipomoea cairica
Stuckenia pectinata,Stuckenia pectinata
Dendromecon rigida subsp. harfordii,Dendromecon harfordii
Lotus wrangelianus,Acmispon wrangelianus
Equisetum telmateia subsp. braunii,Equisetum telmateia subsp. braunii
Calystegia macrostegia subsp. intermedia,Calystegia macrostegia subsp. intermedia
Lotus corniculatus,Lotus corniculatus
Madia exigua,Madia exigua
Clarkia unguiculata,Clarkia unguiculata
Oxalis rubra,Oxalis articulata subsp. rubra
Caesalpinia spinosa,Tara spinosa
Verbena robusta,Verbena lasiostachys var. scabrida
Hordeum marinum subsp. gussonianum,Hordeum marinum subsp. gussoneanum
Acacia melanoxylon,Acacia melanoxylon
Dysphania pumilio,Dysphania pumilio
Lotus unifoliolatus,Acmispon americanus var. americanus
Kickxia elatine,Kickxia elatine
Ammannia coccinea,Ammannia coccinea
Vicia villosa subsp. varia,Vicia villosa subsp. varia
Cryptantha micromeres,Cryptantha micromeres
Poterium sanguisorba,Poterium sanguisorba
Paspalum dilatatum,Paspalum dilatatum
Poa pratensis,Poa pratensis
Trifolium macraei,Trifolium macraei
Holodiscus discolor,Holodiscus discolor
Lobelia dunnii var. serrata,Lobelia dunnii var. serrata
Ericameria palmeri var. pachylepis,Ericameria palmeri var. pachylepis
Chlorogalum pomeridianum,Chlorogalum pomeridianum
Suaeda calceoliformis,Suaeda calceoliformis
Elymus multisetus,Elymus multisetus
Cyperus involucratus,Cyperus involucratus
Oxalis articulata subsp. rubra,Oxalis articulata subsp. rubra
Crepis setosa,Crepis setosa
Tribulus terrestris,Tribulus terrestris
Amaranthus deflexus,Amaranthus deflexus
Rubiaceae,
Syntrichopappus fremontii,Syntrichopappus fremontii
Eucalyptus camaldulensis,Eucalyptus camaldulensis
Lithophragma affine subsp. mixtum,Lithophragma affine
Linaria maroccana,Linaria maroccana
Salicornia subterminalis,Arthrocnemum subterminale
Erysimum cheiri,Erysimum cheiri
Malacothamnus fasciculatus var. catalinensis,Malacothamnus fasciculatus var. catalinensis
Medicago,
Briza minor,Briza minor
Pulicaria paludosa,Pulicaria paludosa
Medicago polymorpha var. brevispina,Medicago polymorpha
Eucalyptus polyanthemos,Eucalyptus polyanthemos
Pinus pinea,Pinus pinea
Lonicera subspicata var. denudata,Lonicera subspicata var. denudata
Phacelia grandiflora,Phacelia grandiflora
Atriplex rosea,Atriplex rosea
Spergula arvensis,Spergula arvensis
Ophioglossum californicum,Ophioglossum californicum
Antirrhinum kelloggii,Antirrhinum kelloggii
Picris echioides,Helminthotheca echioides
Baccharis sarothroides,Baccharis sarothroides
Calocedrus decurrens,Calocedrus decurrens
Pinus canariensis,Pinus canariensis
Eriogonum fasciculatum var. fasciculatum,Eriogonum fasciculatum subsp. fasciculatum
Pinus coulteri,Pinus coulteri
Nemophila menziesii var. menziesii,Nemophila menziesii var. menziesii
Vicia ludoviciana subsp. ludoviciana,Vicia ludoviciana subsp. ludoviciana
Eschscholzia californica var. peninsularis,Eschscholzia californica subsp. Californica
Croton californicus,Croton californicus
Galium murale,Galium murale
Salix lucida subsp. lasiandra,Salix lasiandra var. lasiandra 
Poa howellii,Poa howellii
Chamaesyce,
Isocoma menziesii var. decumbens,Isocoma menziesii var. decumbens
Lathyrus vestitus subsp. alefeldii,Lathyrus vestitus var. alefeldii
Polygonum coccineum,Persicaria amphibia
Cyperus papyrus,Cyperus papyrus
Dendromecon rigida subsp. rigida,Dendromecon rigida
Lupinus albifrons var. collinus,Lupinus albifrons var. collinus
California macrophylla,California macrophylla
Sanguisorba minor,Poterium sanguisorba
Acacia dealbata,Acacia dealbata
Galium aparine var. echinospermum,Galium aparine
Abronia umbellata subsp. umbellata,Abronia umbellata var. umbellata
Lonicera subspicata var. subspicata,Lonicera subspicata var. subspicata
Chrysanthemum coronarium,Glebionis coronaria
Casuarina equisetifolia,Casuarina equisetifolia
Bloomeria crocea var. aurea,Bloomeria crocea var. aurea
Artemisia dracunculus,Artemisia dracunculus
Lithophragma affine,Lithophragma affine
Haplopappus venetus subsp. oxyphyllus,Isocoma menziesii var. menziesii
Stebbinsoseris,
Linum,
Torilis arvensis,Torilis arvensis
Chorizanthe staticoides,Chorizanthe staticoides
Bromus pseudolaevipes,Bromus pseudolaevipes
Bolboschoenus robustus,Bolboschoenus robustus
Populus balsamifera subsp. trichocarpa,Populus trichocarpa
Lomatium macrocarpum,Lomatium macrocarpum
Atriplex serenana,Atriplex serenana
Crassula erecta,Crassula connata
Lupinus albifrons var. eminens,Lupinus albifrons var. albifrons
Lupinus ruber,Lupinus microcarpus var. microcarpus
Schoenoplectus maritimus,Bolboschoenus maritimus
Helianthemum scoparium,Helianthemum scoparium
Rorippa nasturtium-aquaticum,Nasturtium officinale
Amsinckia menziesii var. menziesii,Amsinckia menziesii
Dactyloctenium aegyptium,Dactyloctenium aegyptium
Eschscholzia,
Panicum miliaceum subsp. miliaceum,Panicum miliaceum subsp. miliaceum
Eucalyptus globulus subsp. globulus,Eucalyptus globulus subsp. globulus
Lasthenia glabrata subsp. glabrata,Lasthenia glabrata subsp. glabrata
Juncus ambiguus,Juncus hyridus
Centaurium venustum,Zeltnera venusta
Triodanis,
Vulpia microstachys,Festuca microstachys
Veronica,
Malacothrix coulteri,Malacothrix coulteri
Pectocarya penicillata,Pectocarya penicillata
Oxalis californica,Oxalis californica
Micropus californicus var. californicus,Micropus californicus var. californicus
Micropus californicus,Micropus californicus
Minuartia douglasii,Minuartia douglasii
Eucalyptus,
Lotus grandiflorus var. grandiflorus,Acmispon grandiflorus var. grandiflorus
Baccharis emoryi,Baccharis salicina
Beta vulgaris subsp. macrocarpa,Beta vulgaris subsp. vulgaris
Acmispon americanus var. americanus,Acmispon americanus var. americanus
Eleocharis,
Pluchea odorata var. odorata,Pluchea odorata var. odorata
Eucalyptus cladocalyx,Eucalyptus cladocalyx
Veronica persica,Veronica persica
Allium lacunosum var. lacunosum,Allium lacunosum var. lacunosum
Sonchus,
Geranium californicum,Geranium californicum
Arundo donax var. versicolor,Arundo donax f. versicolor
Stipa tenuissima,Stipa tenuissima
Linum usitatissimum,Linum usitatissimum
Stephanomeria cichoriacea,Stephanomeria cichoriacea
Eriogonum fasciculatum,Eriogonum fasciculatum
Osteospermum fruticosum,Dimorphotheca fruticosa 
Mentha,
Billardiera heterophylla,Billardiera heterophylla
Fraxinus uhdei,Fraxinus uhdei
Gazania linearis,Gazania linearis
Andropogon glomeratus var. scabriglumis,Andropogon glomeratus var. scabriglumis
Acmispon grandiflorus var. grandiflorus,Acmispon grandiflorus var. grandiflorus
Ailanthus altissima,Ailanthus altissima
Pinus torreyana subsp. torreyana,Pinus torreyana subsp. torreyana
Beta vulgaris subsp. vulgaris,Beta vulgaris subsp. vulgaris
Oryza sativa,Oryza sativa
Nassella tenuissima,Stipa tenuissima
Plagiobothrys collinus var. californicus,Plagiobothrys collinus var. californicus
Poaceae,
Euphorbia graminea,Euphorbia virgata
Chara,
Panicum,
Turricula parryi,Eriodictyon parryi
Quercus lobata,Quercus lobata
Madia,
Clematis ligusticifolia var. californica,Clematis ligusticifolia
Rubus discolor,Rubus armeniacus
Vicia dasycarpa,Vicia villosa subsp. varia
Panicum capillare,Panicum capillare
Lotus heermannii,Acmispon heermannii
Zannichellia palustris,Zannichellia palustris
Lessingia glandulifera var. glandulifera,Lessingia glandulifera var. glandulifera
Cercocarpus ledifolius,Cercocarpus ledifolius
Astragalus capillipes,Astragalus trichopodus var. trichopodus
Chamaesyce serpyllifolia,Euphorbia serpens
Descurainia pinnata subsp. menziesii,Descurainia pinnata subsp. menziesii
Piperia unalascensis,Piperia unalascensis
Phacelia douglasii,Phacelia douglasii
Lycium brevipes var. hassei,Lycium brevipes var. hassei
Lathyrus vestitus subsp. vestitus,Lathyrus vestitus var. vestitus
Arctostaphylos glandulosa,Arctostaphylos glandulosa
Castilleja miniata,Castilleja miniata
Euphorbia serpyllifolia,Euphorbia serpens
Trifolium macrocephalum,Trifolium macrocephalum
Malacothamnus fasciculatus subsp. catalinensis,Malacothamnus fasciculatus var. catalinensis
Herniaria,
Ambrosia dumosa,Ambrosia dumosa
Cymbalaria muralis,Cymbalaria muralis
Ammannia robusta,Ammannia robusta
Antirrhinum coulterianum,Antirrhinum coulterianum
Reseda odorata,Reseda odorata
Layia,
Clarkia,
Eucrypta chrysanthemifolia var. bipinnatifida,Eucrypta chrysanthemifolia var. bipinnatifida
Thysanocarpus curvipes subsp. amplectens,Thysanocarpus curvipes subsp. amplectens
Cuscuta californica var. californica,Cuscuta californica var. californica
Centaurium,
Paspalum,
Verbesina encelioides subsp. exauriculata,Verbesina encelioides var. exauriculata
Salvia,
Scirpus microcarpus,Scirpus microcarpus
Paspalum distichum,Paspalum distichum
Matricaria matricarioides,Matricaria discoidea
Calystegia macrostegia subsp. cyclostegia,Calystegia macrostegia subsp. cyclostegia
Prunus persica,Prunus persica
Calochortus venustus,Calochortus venustus
Ludwigia peploides subsp. montevidensis,Ludwigia peploides subsp. montevidensis
Asparagus,
Solanum wallacei var. wallacei,Solanum wallacei 
Cardamine californica var. integrifolia,Cardamine californica
Artemisia suksdorfii,Artemisia suksdorfii
Linanthus,
Limonium,
Acmispon maritimus subsp. maritimus,Acmispon maritimus var. maritimus
Arctostaphylos nissenana,Arctostaphylos nissenana
Elatine californica,Elatine californica
Cercocarpus betuloides var. multiflorus,Cercocarpus betuloides var. multiflorus
Dodecatheon cleavelandii,Primula clevelandii var. clevelandii
Schoenoplectus pungens var. badius,Schoenoplectus pungens var. longispicatus
Apteria aphylla,Apteria aphylla
Piperia,
Allium peninsulare,Allium peninsulare
Conyza bonariensis,Erigeron bonariensis
Polypogon,
Scirpus maritimus,Bolboschoenus maritimus  
Selaginella,
Genista maderensis,Genista maderensis
Juncus effusus,Juncus effusus
Turritis glabra,Turritis glabra
Prenanthella exigua,Prenanthella exigua
Hypericum androsaemum,Hypericum androsaemum
Keckiella ternata subsp. septentrionalis,Keckiella ternata subsp. septentrionalis
Anagallis arvensis var. coerulea,Lysimachia arvensis 
Corethrogyne filaginifolia var. filaginifolia,Corethrogyne filaginifolia var. filaginifolia
Festuca californica subsp. parishii,Festuca californica subsp. parishii
Gamochaeta purpurea,Gamochaeta purpurea
Eulobus californicus,Eulobus californicus
Gnaphalium,
Lolium,
Psorothamnus emoryi,Psorothamnus emoryi
Erodium obtusiplicatum,Erodium brachycarpum
Polypogon maritimus,Polypogon maritimus
Batis maritima,Batis maritima
Nicotiana bigelovii,Nicotiana quadrivalvis
Microseris linearifolia,Uropappus lindleyi
Phacelia minor,Phacelia minor
Matricaria,
Polypogon australis,Polypogon australis
Gambelia,
Taraxacum,
Acacia pycnantha,Acacia pycnantha
Camissonia bistorta,Camissoniopsis bistorta
Juglans californica,Juglans californica
Lepidium virginicum subsp. menziesii,Lepidium virginicum var. menziesii
Cercocarpus betuloides var. betuloides,Cercocarpus betuloides var. betuloides
Isomeris arborea var. insularis,Peritoma arborea
Cistus incanus,Cistus incanus
Oenothera sinuosa,Oenothera sinuosa
Aphyllon tuberosum,Aphyllon tuberosum
Scirpus pungens,Schoenoplectus pungens
Schoenoplectus pungens,Schoenoplectus pungens
Atriplex serenana var. serenana,Atriplex serenana var. serenana
Euphorbia lathyris,Euphorbia lathyris
Euphorbia crenulata,Euphorbia crenulata
Lathyrus laetiflorus subsp. alefeldii,Lathyrus vestitus var. alefeldii
Amsinckia lycopsoides,Amsinckia lycopsoides
Catapodium,
Ceanothus crassifolius,Ceanothus crassifolius
Aira caryophyllea,Aira caryophyllea
Malacothrix saxatilis var. arachnoidea,Malacothrix saxatilis var. arachnoidea
Papaver somniferum,Papaver somniferum
Imperata brevifolia,Imperata brevifolia
Senna artemisioides,Senna artemisioides
Allophyllum,
Equisetum hyemale,Equisetum hyemale
Corethrogyne filaginifolia var. virgata,Corethrogyne filaginifolia var. filaginifolia
Athysanus,
Camissonia claviformis subsp. claviformis,Chylismia claviformis subsp. claviformis 
Filago gallica,Logfia gallica
Senecio aphanactis,Senecio aphanactis
Althaea rosea,Alcea rosea
Genista,
Salicornia,
Bromus sterilis,Bromus sterilis
Hesperocnide,
Erodium texanum,Erodium texanum
Trifolium traskiae,Trifolium macraei
Dendromecon,
Cryptantha microstachys,Cryptantha microstachys
Salsola kali,Salsola australis
Rumex salicifolius var. denticulatus,Rumex californicus
Eriogonum fasciculatum subsp. foliolosum,Eriogonum fasciculatum var. foliolosum
Alopecurus myosuroides,Alopecurus myosuroides
Claytonia perfoliata var. perfoliata,Claytonia perfoliata subsp. perfoliata
Brickellia incana,Brickellia incana
Caucalis,
Sanguisorba,
Galium porrigens var. porrigens,Galium porrigens var. porrigens
Orthocarpus purpurascens var. purpurascens,Castilleja exserta subsp. exserta
Drymocallis glandulosa var. wrangelliana,Drymocallis glandulosa var. wrangelliana
Arctostaphylos tomentosa subsp. subcordata,Arctostaphylos crustacea subsp. subcordata
Leptochloa fusca subsp. uninervia,Leptochloa fusca subsp. uninervia
Pseudognaphalium ramosissimum,Pseudognaphalium ramosissimum
Soliva sessilis,Soliva sessilis
Piperia elongata,Piperia elongata
Epilobium canum subsp. angustifolium,Epilobium canum subsp. angustifolium
Sanguisorba minor subsp. muricata,Poterium sanguisorba
Filago depressa,Logfia depressa
Lupinus concinnus subsp. orcuttii,Lupinus concinnus
Solanum rostratum,Solanum rostratum
Microseris douglasii var. platycarpha,Microseris douglasii subsp. platycarpha
Hesperolinon,
Cercocarpus montanus var. glaber,Cercocarpus betuloides var. betulodies 
Eriogonum angulosum,Eriogonum angulosum
Amsonia tomentosa var. tomentosa,Amsonia tomentosa var. tomentosa
Quercus ilex,Quercus ilex
Astragalus palmeri,Astragalus palmeri
Lotus argophyllus var. argophyllus,Acmispon argophyllus var. argophyllus
Arabis glabra,Turritis glabra
Hazardia squarrosa var. squarrosa,Hazardia squarrosa var. squarrosa
Mentha x smithiana,Mentha x smithiana
Matricaria occidentalis,Matricaria occidentalis
Drymocallis glandulosa,Drymocallis glandulosa
Phalaris coerulescens,Phalaris coerulescens
Mirabilis californica var. californica,Mirabilis laevis var. crassifolia
Muhlenbergia asperifolia,Muhlenbergia asperifolia
Lasthenia chrysostoma,Lasthenia californica
Gastridium,
Phacelia davidsonii,Phacelia davidsonii
Camissonia californica,Eulobus californicus
Calystegia macrostegia subsp. arida,Calystegia macrostegia subsp. amplissima
Malacothrix saxatilis var. commutata,Malacothrix saxatilis var. commutata
Carex globosa,Carex globosa
Juncus arcticus,Juncus arcticus
Arenaria douglasii,Minuartia douglasii
Acacia paradoxa,Acacia paradoxa
Caucalis microcarpa,Yabea microcarpa
Lessingia filaginifolia var. filaginifolia,Corethrogyne filaginifolia
Ceanothus insularis,Ceanothus megacarpus var. insularis
Helianthemum greenei,Helianthemum greenei
