"","record","source","place_guess","ArcMap_Name","latitude","longitude","positional_accuracy","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","species_guess","scientificName","common_name","iconic_taxon_name","taxon_id","taxon_order_name","taxon_genus_name","taxon_species_name","taxon_subspecies_name","id","observed_o","n_string","X26","observed_on","month","year","time_obser","ved_at","X32","time_zone","user_login","created_at","updated_at","quality_grade","license","url","image_url","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","OID_","acceptedName","acceptedFamily","acceptedGenus"
"11","occurrence","iNaturalist","Channel Islands National Park, Channel Islands National Pk, CA, US","Santa Cruz",34.04843865,-119.5623568,6,6,,,FALSE,,,"Bordered Plant Bug","Largus californicus","California Bordered Plant Bug","Insecta",52986,"Hemiptera","Largus","Largus californicus",,6848126,"Thu Jun 22","2017 13:32:46 GMT-0700","(PDT)","6/22/2017 0:00",6,2017,"6/22/2017",20:32:46,"UTC","Pacific Time (US & Canada)","bgfelder","2017-06-29 15:53:41 UTC","2020-11-16 18:18:35 UTC","research",,"https://www.inaturalist.org/observations/6848126","https://static.inaturalist.org/photos/8724346/medium.jpg?1498751628",1,0,FALSE,3,0,,,
"12","occurrence","iNaturalist","Avalon, CA 90704, USA","Santa Catalina",33.33618441,-118.3308542,15,15,,,FALSE,,,"Peppertree Psyllid","Calophya schini","Peppertree Psyllid","Insecta",387008,"Hemiptera","Calophya","Calophya schini",,6947503,"7/5/2017","2:34 PM PDT",,"7/5/2017 0:00",7,2017,"7/5/2017",21:34:00,"UTC","Pacific Time (US & Canada)","psyllidhipster","2017-07-06 22:23:19 UTC","2021-05-04 23:24:49 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6947503","https://inaturalist-open-data.s3.amazonaws.com/photos/8879484/medium.jpeg?1499377442",1,0,FALSE,,0,,,
"13","occurrence","iNaturalist","Avalon, CA 90704, USA","Santa Catalina",33.32486275,-118.341229,136,136,,,FALSE,,,"Narnia","Narnia",,"Insecta",326213,"Hemiptera","Narnia",,,6947504,"7/5/2017","2:00 PM PDT",,"7/5/2017 0:00",7,2017,"7/5/2017",21:00:00,"UTC","Pacific Time (US & Canada)","psyllidhipster","2017-07-06 22:23:19 UTC","2017-07-06 22:23:20 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/6947504","https://inaturalist-open-data.s3.amazonaws.com/photos/8879485/medium.jpeg?1499377449",0,0,FALSE,,0,,,
"14","occurrence","iNaturalist","Avalon, CA 90704, USA","Santa Catalina",33.32486275,-118.341229,136,136,,,FALSE,,,"lemonade berry psyllid","Calophya californica","lemonade berry psyllid","Insecta",490520,"Hemiptera","Calophya","Calophya californica",,6947508,"7/5/2017","1:39 PM PDT",,"7/5/2017 0:00",7,2017,"7/5/2017",20:39:00,"UTC","Pacific Time (US & Canada)","psyllidhipster","2017-07-06 22:23:21 UTC","2017-07-12 02:42:07 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6947508","https://inaturalist-open-data.s3.amazonaws.com/photos/8879499/medium.jpeg?1499377463",1,0,FALSE,,0,,,
"15","occurrence","iNaturalist","Avalon, CA 90704, USA","Santa Catalina",33.32486275,-118.341229,136,136,,,FALSE,,,"Euphyllura olivina","Euphyllura olivina","olive psyllid","Insecta",537501,"Hemiptera","Euphyllura","Euphyllura olivina",,6947511,"7/5/2017","1:32 PM PDT",,"7/5/2017 0:00",7,2017,"7/5/2017",20:32:00,"UTC","Pacific Time (US & Canada)","psyllidhipster","2017-07-06 22:23:23 UTC","2017-10-14 19:52:37 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6947511","https://inaturalist-open-data.s3.amazonaws.com/photos/8879506/medium.jpeg?1499377473",1,0,FALSE,,0,,,
"16","occurrence","iNaturalist","Avalon, CA 90704, USA","Santa Catalina",33.32486275,-118.341229,136,136,,,FALSE,,,"ash whitefly","Siphoninus phillyreae","ash whitefly","Insecta",397210,"Hemiptera","Siphoninus","Siphoninus phillyreae",,6947512,"7/5/2017","1:25 PM PDT",,"7/5/2017 0:00",7,2017,"7/5/2017",20:25:00,"UTC","Pacific Time (US & Canada)","psyllidhipster","2017-07-06 22:23:24 UTC","2021-02-07 11:28:46 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6947512","https://inaturalist-open-data.s3.amazonaws.com/photos/8879516/medium.jpeg?1499377495",1,0,FALSE,,0,,,
"17","occurrence","iNaturalist","Avalon, CA 90704, USA","Santa Catalina",33.32486275,-118.341229,136,136,,,FALSE,,,"Cacopsylla brevistigmata","Cacopsylla brevistigmata",,"Insecta",489886,"Hemiptera","Cacopsylla","Cacopsylla brevistigmata",,6947513,"7/5/2017","1:05 PM PDT",,"7/5/2017 0:00",7,2017,"7/5/2017",20:05:00,"UTC","Pacific Time (US & Canada)","psyllidhipster","2017-07-06 22:23:24 UTC","2017-07-07 00:19:08 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/6947513","https://inaturalist-open-data.s3.amazonaws.com/photos/8879521/medium.jpeg?1499377513",1,0,FALSE,,0,,,
"18","occurrence","iNaturalist","Avalon, CA 90704, USA","Santa Catalina",33.32486275,-118.341229,136,136,,,FALSE,,,"Tuxedo","Tuxedo",,"Insecta",318900,"Hemiptera","Tuxedo",,,6947514,"7/5/2017","12:33 PM PDT",,"7/5/2017 0:00",7,2017,"7/5/2017",19:33:00,"UTC","Pacific Time (US & Canada)","psyllidhipster","2017-07-06 22:23:25 UTC","2017-07-07 10:04:26 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/6947514","https://inaturalist-open-data.s3.amazonaws.com/photos/8879533/medium.jpeg?1499377529",1,0,FALSE,,0,,,
"19","occurrence","iNaturalist","Santa Catalina Island, Avalon, CA, US","Santa Catalina",33.44635416,-118.4775448,5,5,,,FALSE,,,"Scantius aegyptius","Scantius aegyptius","Mediterranean red bug","Insecta",209594,"Hemiptera","Scantius","Scantius aegyptius",,7005052,"Mon Jul 10","2017 17:16:00 GMT-0700","(PDT)","7/10/2017 0:00",7,2017,"7/11/2017",00:16:00,"UTC","Pacific Time (US & Canada)","lchilton","2017-07-11 00:16:56 UTC","2019-06-16 08:28:32 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/7005052","https://inaturalist-open-data.s3.amazonaws.com/photos/8975704/medium.jpg?1499732287",5,1,FALSE,3,0,,,
"20","occurrence","iNaturalist","Los Angeles County, US-CA, US","Santa Catalina",33.34506607,-118.3654175,,,,,FALSE,"gps","gps","Common Water Strider","Aquarius remigis","Common Water Strider","Insecta",59651,"Hemiptera","Aquarius","Aquarius remigis",,7029763,"7/11/2017","11:03:32 AM PDT",,"7/11/2017 0:00",7,2017,"7/11/2017",18:03:32,"UTC","Pacific Time (US & Canada)","bjdion","2017-07-12 23:14:58 UTC","2020-11-22 17:03:41 UTC","research","CC-BY-NC-SA","https://www.inaturalist.org/observations/7029763","https://inaturalist-open-data.s3.amazonaws.com/photos/9017259/medium.jpeg?1499901362",2,0,FALSE,2,0,"Aquarius remigis","Gerridae","Aquarius"
"21","occurrence","iNaturalist","Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US","Santa Cruz",34.04798056,-119.5581136,500,500,,,FALSE,,,"Stink Bugs","Pentatomidae","Stink Bugs","Insecta",47742,"Hemiptera",,,,7241440,"Thu Jul 06","2017 16:52:06 GMT-0700","(PDT)","7/6/2017 0:00",7,2017,"7/6/2017",23:52:06,"UTC","Pacific Time (US & Canada)","bgfelder","2017-07-28 01:55:40 UTC","2020-01-26 18:17:39 UTC","needs_id",,"https://www.inaturalist.org/observations/7241440","https://static.inaturalist.org/photos/9353586/medium.jpg?1501206954",2,0,FALSE,3,0,,,
"22","occurrence","iNaturalist","Santa Catalina Island, Avalon, CA, US","Santa Catalina",33.44617231,-118.4774635,5,5,,,FALSE,,,"Scantius aegyptius","Scantius aegyptius","Mediterranean red bug","Insecta",209594,"Hemiptera","Scantius","Scantius aegyptius",,7270822,"Sat Jul 29","2017 18:55:39 GMT-0700","(PDT)","7/29/2017 0:00",7,2017,"7/30/2017",01:55:39,"UTC","Pacific Time (US & Canada)","krihud","2017-07-30 01:55:47 UTC","2019-06-16 08:26:54 UTC","research",,"https://www.inaturalist.org/observations/7270822","https://static.inaturalist.org/photos/9398775/medium.jpg?1501379752",4,0,FALSE,3,0,,,
"23","occurrence","iNaturalist","Santa Catalina Island, Avalon, CA, US","Santa Catalina",33.44627833,-118.4775383,,,,,FALSE,,,"Scantius aegyptius","Scantius aegyptius","Mediterranean red bug","Insecta",209594,"Hemiptera","Scantius","Scantius aegyptius",,7273275,"Sat Jul 29","2017 18:57:08 GMT-0700","(PDT)","7/29/2017 0:00",7,2017,"7/30/2017",01:57:08,"UTC","Pacific Time (US & Canada)","crissy2","2017-07-30 05:12:32 UTC","2020-12-03 22:48:31 UTC","research",,"https://www.inaturalist.org/observations/7273275","https://static.inaturalist.org/photos/9402993/medium.jpg?1501391564",2,0,FALSE,3,0,,,
"24","occurrence","iNaturalist","Los Angeles County, CA, USA","Santa Catalina",33.44523619,-118.4808426,,,,,FALSE,,,"Harlequin Bug","Murgantia histrionica","Harlequin Bug","Insecta",56756,"Hemiptera","Murgantia","Murgantia histrionica",,7290600,"7/28/2017","5:21 PM PDT",,"7/28/2017 0:00",7,2017,"7/29/2017",00:21:00,"UTC","Pacific Time (US & Canada)","drjenny","2017-07-31 04:56:22 UTC","2020-03-26 18:19:33 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/7290600","https://inaturalist-open-data.s3.amazonaws.com/photos/9430832/medium.jpg?1501476517",2,0,FALSE,,0,"Murgantia histrionica","Pentatomidae","Murgantia"
"25","occurrence","iNaturalist","Los Angeles County, CA, USA","Santa Catalina",33.44523619,-118.4808426,,,,,FALSE,,,"Murgantia histrionica","Murgantia histrionica","Harlequin Bug","Insecta",56756,"Hemiptera","Murgantia","Murgantia histrionica",,7290601,"7/28/2017","5:22 PM PDT",,"7/28/2017 0:00",7,2017,"7/29/2017",00:22:00,"UTC","Pacific Time (US & Canada)","drjenny","2017-07-31 04:56:22 UTC","2019-07-18 16:28:18 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/7290601","https://inaturalist-open-data.s3.amazonaws.com/photos/9430849/medium.jpg?1501476610",1,0,FALSE,,0,"Murgantia histrionica","Pentatomidae","Murgantia"
"26","occurrence","iNaturalist","1 Banning Harbor Rd, Avalon, CA, US","Santa Catalina",33.43999783,-118.4921952,52,52,,,FALSE,,,"Scantius aegyptius","Scantius aegyptius","Mediterranean red bug","Insecta",209594,"Hemiptera","Scantius","Scantius aegyptius",,7388255,"Sat Aug 05","2017 18:24:11 GMT-0700","(PDT)","8/5/2017 0:00",8,2017,"8/6/2017",01:24:11,"UTC","Pacific Time (US & Canada)","cristinarosales","2017-08-07 03:48:24 UTC","2020-12-03 22:51:13 UTC","research",,"https://www.inaturalist.org/observations/7388255","https://static.inaturalist.org/photos/9589602/medium.jpg?1502077711",3,0,FALSE,3,0,,,
"27","occurrence","iNaturalist","Santa Catalina Island, Avalon, CA, US","Santa Catalina",33.46669178,-118.5400033,37,37,,,FALSE,,,"Oak Treehopper","Platycotis vittata","Oak Treehopper","Insecta",48679,"Hemiptera","Platycotis","Platycotis vittata",,7400517,"Tue Jun 06","2017 13:26:13 GMT-0700","(PDT)","6/6/2017 0:00",6,2017,"6/6/2017",20:26:13,"UTC","Pacific Time (US & Canada)","emshaph","2017-08-08 00:54:28 UTC","2019-08-12 00:10:58 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/7400517","https://inaturalist-open-data.s3.amazonaws.com/photos/9632777/medium.jpg?1502241848",1,0,FALSE,3,0,,,
"28","occurrence","iNaturalist","663–757 Avalon Canyon Rd, Avalon, CA, US","Santa Catalina",33.32994147,-118.3372363,5,5,,,FALSE,,,,"Ceroplastes sinensis","Chinese Wax Scale","Insecta",330199,"Hemiptera","Ceroplastes","Ceroplastes sinensis",,7411010,"Tue Aug 08","2017 13:38:02 GMT-0700","(PDT)","8/8/2017 0:00",8,2017,"8/8/2017",20:38:02,"UTC","Pacific Time (US & Canada)","kindragon","2017-08-08 20:38:10 UTC","2020-12-28 18:19:52 UTC","needs_id",,"https://www.inaturalist.org/observations/7411010","https://static.inaturalist.org/photos/9627041/medium.jpg?1502224996",0,0,FALSE,3,0,,,
"29","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Cruz",34.01892167,-119.866795,,,,,FALSE,,,"Aphids","Aphididae","Aphids","Insecta",52381,"Hemiptera",,,,7546399,"5/20/2017","11:19 AM PDT",,"5/20/2017 0:00",5,2017,"5/20/2017",18:19:00,"UTC","Pacific Time (US & Canada)","silversea_starsong","2017-08-18 21:11:57 UTC","2017-08-18 21:17:04 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/7546399","https://inaturalist-open-data.s3.amazonaws.com/photos/9847767/medium.jpeg?1503090697",0,0,FALSE,,0,,,
"30","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Cruz",34.01983167,-119.8666717,,,,,FALSE,,,"Manzanita Leafgall Aphid","Tamalia coweni","Manzanita Leafgall Aphid","Insecta",49046,"Hemiptera","Tamalia","Tamalia coweni",,7546590,"5/20/2017","11:36 AM PDT",,"5/20/2017 0:00",5,2017,"5/20/2017",18:36:00,"UTC","Pacific Time (US & Canada)","silversea_starsong","2017-08-18 21:24:26 UTC","2018-08-07 00:17:25 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/7546590","https://inaturalist-open-data.s3.amazonaws.com/photos/9848044/medium.jpeg?1503091309",1,0,FALSE,,0,"Tamalia coweni","Aphididae","Tamalia"
"31","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Cruz",34.01983167,-119.8666717,,,,,FALSE,,,"Anthocoris bakeri","Anthocoris bakeri",,"Insecta",558291,"Hemiptera","Anthocoris","Anthocoris bakeri",,7546591,"5/20/2017","11:37 AM PDT",,"5/20/2017 0:00",5,2017,"5/20/2017",18:37:00,"UTC","Pacific Time (US & Canada)","silversea_starsong","2017-08-18 21:24:27 UTC","2019-11-22 15:55:08 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/7546591","https://inaturalist-open-data.s3.amazonaws.com/photos/9848089/medium.jpeg?1503091458",0,0,FALSE,,0,,,
"32","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Cruz",34.02158,-119.8709317,,,,,FALSE,,,"California Bordered Plant Bug","Largus californicus","California Bordered Plant Bug","Insecta",52986,"Hemiptera","Largus","Largus californicus",,7546866,"5/20/2017","12:30 PM PDT",,"5/20/2017 0:00",5,2017,"5/20/2017",19:30:00,"UTC","Pacific Time (US & Canada)","silversea_starsong","2017-08-18 21:42:33 UTC","2020-11-16 18:21:24 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/7546866","https://inaturalist-open-data.s3.amazonaws.com/photos/9848488/medium.jpeg?1503092533",1,0,FALSE,,0,,,
"33","occurrence","iNaturalist","Santa Barbara County, CA, USA","Santa Cruz",33.99514167,-119.71656,,,,,FALSE,,,"Whiteflies","Aleyrodidae","Whiteflies","Insecta",154784,"Hemiptera",,,,7547296,"5/20/2017","2:46 PM PDT",,"5/20/2017 0:00",5,2017,"5/20/2017",21:46:00,"UTC","Pacific Time (US & Canada)","silversea_starsong","2017-08-18 22:11:20 UTC","2017-09-11 07:59:13 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/7547296","https://inaturalist-open-data.s3.amazonaws.com/photos/9849061/medium.jpeg?1503094189",1,0,FALSE,,0,,,
"34","occurrence","iNaturalist","San Clemente Island Underwater Range, Avalon, CA, US","San Clemente",32.99595657,-118.5522688,65,65,,,FALSE,,,"Western Corsair","Rasahus thoracicus","Western Corsair Bug","Insecta",308328,"Hemiptera","Rasahus","Rasahus thoracicus",,7605262,"Tue Aug 22","2017 09:42:55 GMT-0700","(PDT)","8/22/2017 0:00",8,2017,"8/22/2017",16:42:55,"UTC","Pacific Time (US & Canada)","vireolanius","2017-08-22 16:43:11 UTC","2017-09-08 03:59:13 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/7605262","https://inaturalist-open-data.s3.amazonaws.com/photos/9938671/medium.jpg?1503420195",1,0,FALSE,3,0,,,
"35","occurrence","iNaturalist","Channel Islands National Park, Channel Islands National Pk, CA, US","Santa Cruz",34.0505055,-119.5622117,,,,,FALSE,,,"Oleander Aphid","Aphis nerii","Oleander Aphid","Insecta",71154,"Hemiptera","Aphis","Aphis nerii",,7656901,"Thu Aug 24","2017 13:16:25 GMT-0700","(PDT)","8/24/2017 0:00",8,2017,"8/24/2017",20:16:25,"UTC","Pacific Time (US & Canada)","bgfelder","2017-08-26 14:04:03 UTC","2017-09-18 23:47:21 UTC","research",,"https://www.inaturalist.org/observations/7656901","https://static.inaturalist.org/photos/10021699/medium.jpg?1503756253",1,0,FALSE,3,0,,,
"36","occurrence","iNaturalist","663–757 Avalon Canyon Rd, Avalon, CA, US","Santa Catalina",33.32998685,-118.3372484,65,65,,,FALSE,,,"Thread-legged Bugs","Emesinae","Thread-legged Bugs","Insecta",52699,"Hemiptera",,,,7706447,"Tue Aug 29","2017 14:26:51 GMT-0700","(PDT)","8/29/2017 0:00",8,2017,"8/29/2017",21:26:51,"UTC","Pacific Time (US & Canada)","natureworks","2017-08-29 21:37:05 UTC","2017-09-15 15:46:33 UTC","needs_id",,"https://www.inaturalist.org/observations/7706447","https://static.inaturalist.org/photos/10103708/medium.jpg?1504042671",2,0,FALSE,3,0,,,
"37","occurrence","iNaturalist","663–757 Avalon Canyon Rd, Avalon, CA, US","Santa Catalina",33.32997167,-118.3372583,,,,,FALSE,,,"Leptoglossus","Leptoglossus",,"Insecta",61257,"Hemiptera","Leptoglossus",,,7707870,"Tue Aug 29","2017 16:24:40 GMT-0700","(PDT)","8/29/2017 0:00",8,2017,"8/29/2017",23:24:40,"UTC","Pacific Time (US & Canada)","natureworks","2017-08-29 23:32:54 UTC","2017-09-15 15:44:53 UTC","needs_id",,"https://www.inaturalist.org/observations/7707870","https://static.inaturalist.org/photos/10106189/medium.jpg?1504049722",1,0,FALSE,3,0,,,
"38","occurrence","iNaturalist","W End Rd, Avalon, CA, US","Santa Catalina",33.46761181,-118.5308207,22,22,,,FALSE,,,"Okanagana catalina","Okanagana catalina",,"Insecta",176585,"Hemiptera","Okanagana","Okanagana catalina",,7721602,"Mon Aug 28","2017 14:35:37 GMT-0700","(PDT)","8/28/2017 0:00",8,2017,"8/28/2017",21:35:37,"UTC","Pacific Time (US & Canada)","emshaph","2017-08-31 02:52:26 UTC","2018-05-14 18:04:40 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/7721602","https://inaturalist-open-data.s3.amazonaws.com/photos/10129591/medium.jpg?1504148111",1,0,FALSE,3,0,"Okanagana catalina","Cicadidae","Okanagana"
"39","occurrence","iNaturalist","Channel Islands National Park, Channel Islands National Pk, CA, US","Santa Cruz",34.04868617,-119.5582883,,,,,FALSE,,,"Bordered Plant Bugs","Largus",,"Insecta",52985,"Hemiptera","Largus",,,7853314,"Thu Aug 31","2017 09:36:00 GMT-0700","(PDT)","8/31/2017 0:00",8,2017,"8/31/2017",16:36:00,"UTC","Pacific Time (US & Canada)","bgfelder","2017-09-09 22:35:46 UTC","2018-08-14 07:59:28 UTC","needs_id",,"https://www.inaturalist.org/observations/7853314","https://static.inaturalist.org/photos/10342523/medium.jpg?1504996577",1,0,FALSE,3,0,,,
"40","occurrence","iNaturalist","Santa Catalina Island, Avalon, CA, US","Santa Catalina",33.39280318,-118.3704706,130,130,,,FALSE,,,"Harlequin Bug","Murgantia histrionica","Harlequin Bug","Insecta",56756,"Hemiptera","Murgantia","Murgantia histrionica",,7930200,"Wed Sep 13","2017 14:42:13 GMT-0700","(PDT)","9/13/2017 0:00",9,2017,"9/13/2017",21:42:13,"UTC","Pacific Time (US & Canada)","natureworks","2017-09-15 15:51:24 UTC","2020-03-26 18:15:02 UTC","research",,"https://www.inaturalist.org/observations/7930200","https://static.inaturalist.org/photos/10469147/medium.jpg?1505490811",3,0,FALSE,3,0,"Murgantia histrionica","Pentatomidae","Murgantia"
"41","occurrence","iNaturalist","Channel Islands National Park, Channel Islands National Pk, CA, US","Santa Cruz",34.05289252,-119.5598168,10,10,,,FALSE,,,"True Bugs","Heteroptera","True Bugs","Insecta",61267,"Hemiptera",,,,7985589,"Mon Sep 11","2017 13:54:28 GMT-0700","(PDT)","9/11/2017 0:00",9,2017,"9/11/2017",20:54:28,"UTC","Pacific Time (US & Canada)","fish12","2017-09-18 22:33:25 UTC","2020-05-19 02:25:05 UTC","needs_id",,"https://www.inaturalist.org/observations/7985589","https://static.inaturalist.org/photos/10559994/medium.jpg?1505774030",1,0,FALSE,3,0,,,
